assignment_id,task_id,artist_id,assigned_hours,assignment_date
TA24991,T14906,A201,37.0,2026-04-24
TA24992,T14907,A242,40.83,2026-05-26
TA24993,T14907,A268,11.17,2026-05-26
TA24994,T14908,A103,7.0,2026-09-09
TA24995,T14909,A218,19.0,2026-09-15
TA24996,T14910,A251,13.0,2026-09-19
TA24997,T14911,A039,1.74,2026-09-10
TA24998,T14911,A011,137.26,2026-09-10
TA24999,T14912,A058,12.36,2026-09-24
TA25000,T14912,A056,48.64,2026-09-24
TA25001,T14913,A087,98.0,2026-09-14
TA25002,T14914,A138,13.17,2026-09-16
TA25003,T14914,A140,82.83,2026-09-16
TA25004,T14915,A194,75.0,2026-09-25
TA25005,T14916,A207,181.59,2026-09-22
TA25006,T14916,A209,1.41,2026-09-22
TA25007,T14917,A276,3.78,2026-09-25
TA25008,T14917,A262,77.22,2026-09-25
TA25009,T14918,A087,16.0,2026-09-25
TA25010,T14919,A213,18.0,2026-09-24
TA25011,T14920,A284,6.0,2026-09-27
TA25012,T14921,A201,7.0,2026-09-02
TA25013,T14922,A249,12.0,2026-09-19
TA25014,T14923,A073,2.82,2026-10-01
TA25015,T14923,A064,53.18,2026-10-01
TA25016,T14924,A123,30.0,2026-09-26
TA25017,T14925,A202,37.55,2026-10-01
TA25018,T14925,A220,14.45,2026-10-01
TA25019,T14926,A268,21.0,2026-10-01
TA25020,T14927,A107,6.0,2026-09-20
TA25021,T14928,A219,12.0,2026-09-18
TA25022,T14929,A251,10.0,2026-09-22
TA25023,T14930,A105,7.0,2026-09-08
TA25024,T14931,A215,15.0,2026-09-29
TA25025,T14932,A261,12.0,2026-09-12
TA25026,T14933,A071,26.0,2026-09-19
TA25027,T14934,A212,29.0,2026-09-21
TA25028,T14935,A226,50.0,2026-09-20
TA25029,T14936,A204,10.0,2026-09-30
TA25030,T14937,A276,18.0,2026-10-07
TA25031,T14938,A021,73.12,2026-09-21
TA25032,T14938,A034,109.88,2026-09-21
TA25033,T14939,A044,30.4,2026-09-22
TA25034,T14939,A053,39.6,2026-09-22
TA25035,T14940,A062,66.65,2026-09-12
TA25036,T14940,A063,53.35,2026-09-12
TA25037,T14941,A122,19.27,2026-09-16
TA25038,T14941,A130,125.73,2026-09-16
TA25039,T14942,A142,57.92,2026-09-14
TA25040,T14942,A157,16.88,2026-09-14
TA25041,T14942,A167,77.59,2026-09-14
TA25042,T14942,A182,41.62,2026-09-14
TA25043,T14943,A213,80.82,2026-09-12
TA25044,T14943,A205,61.18,2026-09-12
TA25045,T14944,A224,56.89,2026-09-13
TA25046,T14944,A229,55.11,2026-09-13
TA25047,T14945,A083,59.0,2026-09-25
TA25048,T14946,A121,17.56,2026-09-17
TA25049,T14946,A134,38.44,2026-09-17
TA25050,T14947,A208,34.0,2026-09-28
TA25051,T14948,A292,30.0,2026-10-01
TA25052,T14949,A022,96.0,2026-09-19
TA25053,T14950,A041,32.35,2026-09-19
TA25054,T14950,A045,43.12,2026-09-19
TA25055,T14950,A044,99.53,2026-09-19
TA25056,T14951,A105,69.87,2026-09-14
TA25057,T14951,A080,56.13,2026-09-14
TA25058,T14952,A138,13.8,2026-09-17
TA25059,T14952,A132,100.2,2026-09-17
TA25060,T14953,A197,22.69,2026-09-15
TA25061,T14953,A171,37.31,2026-09-15
TA25062,T14954,A201,61.7,2026-09-12
TA25063,T14954,A208,53.58,2026-09-12
TA25064,T14954,A210,34.81,2026-09-12
TA25065,T14954,A217,30.92,2026-09-12
TA25066,T14955,A262,134.35,2026-09-13
TA25067,T14955,A293,12.86,2026-09-13
TA25068,T14955,A299,12.78,2026-09-13
TA25069,T14955,A269,10.01,2026-09-13
TA25070,T14956,A099,59.0,2026-08-23
TA25071,T14957,A125,2.14,2026-08-23
TA25072,T14957,A135,53.86,2026-08-23
TA25073,T14958,A210,31.0,2026-08-24
TA25074,T14959,A224,51.8,2026-09-16
TA25075,T14959,A250,6.2,2026-09-16
TA25076,T14960,A095,38.54,2026-06-25
TA25077,T14960,A111,13.46,2026-06-25
TA25078,T14961,A208,28.0,2026-06-26
TA25079,T14962,A249,24.0,2026-06-25
TA25080,T14963,A209,15.0,2026-07-25
TA25081,T14964,A294,13.0,2026-07-27
TA25082,T14965,A216,12.0,2026-07-15
TA25083,T14966,A289,13.0,2026-07-14
TA25084,T14967,A062,16.0,2026-07-07
TA25085,T14968,A202,12.0,2026-07-04
TA25086,T14969,A297,15.0,2026-07-05
TA25087,T14970,A076,49.0,2026-07-19
TA25088,T14971,A140,56.0,2026-07-15
TA25089,T14972,A216,17.04,2026-07-21
TA25090,T14972,A211,29.96,2026-07-21
TA25091,T14973,A253,34.0,2026-07-13
TA25092,T14974,A061,38.0,2026-07-06
TA25093,T14975,A213,29.0,2026-07-08
TA25094,T14976,A283,55.0,2026-07-04
TA25095,T14977,A039,12.85,2026-07-10
TA25096,T14977,A032,3.05,2026-07-10
TA25097,T14977,A023,59.08,2026-07-10
TA25098,T14977,A002,26.02,2026-07-10
TA25099,T14978,A057,6.46,2026-07-24
TA25100,T14978,A054,56.54,2026-07-24
TA25101,T14979,A076,6.26,2026-07-21
TA25102,T14979,A093,79.02,2026-07-21
TA25103,T14979,A118,18.63,2026-07-21
TA25104,T14979,A110,22.09,2026-07-21
TA25105,T14980,A139,2.64,2026-07-21
TA25106,T14980,A131,9.27,2026-07-21
TA25107,T14980,A130,18.44,2026-07-21
TA25108,T14980,A125,73.64,2026-07-21
TA25109,T14981,A192,40.74,2026-07-12
TA25110,T14981,A155,144.73,2026-07-12
TA25111,T14981,A187,10.53,2026-07-12
TA25112,T14982,A202,0.09,2026-07-24
TA25113,T14982,A208,50.84,2026-07-24
TA25114,T14982,A212,96.08,2026-07-24
TA25115,T14982,A207,13.99,2026-07-24
TA25116,T14983,A297,102.57,2026-07-20
TA25117,T14983,A291,41.43,2026-07-20
TA25118,T14984,A069,14.0,2026-07-22
TA25119,T14985,A206,17.0,2026-07-21
TA25120,T14986,A234,5.0,2026-07-13
TA25121,T14987,A211,8.0,2026-07-22
TA25122,T14988,A231,14.0,2026-07-16
TA25123,T14989,A207,7.0,2026-06-19
TA25124,T14990,A283,6.0,2026-06-19
TA25125,T14991,A210,10.0,2026-07-20
TA25126,T14992,A223,11.0,2026-07-23
TA25127,T14993,A205,12.0,2026-06-15
TA25128,T14994,A297,5.0,2026-06-18
TA25129,T14995,A025,98.0,2026-07-09
TA25130,T14996,A047,12.95,2026-07-08
TA25131,T14996,A060,44.75,2026-07-08
TA25132,T14996,A041,72.75,2026-07-08
TA25133,T14996,A048,2.55,2026-07-08
TA25134,T14997,A090,42.83,2026-07-09
TA25135,T14997,A120,20.17,2026-07-09
TA25136,T14998,A135,87.0,2026-07-13
TA25137,T14999,A163,13.38,2026-07-07
TA25138,T14999,A175,22.96,2026-07-07
TA25139,T14999,A180,83.83,2026-07-07
TA25140,T14999,A151,11.84,2026-07-07
TA25141,T15000,A210,49.4,2026-07-20
TA25142,T15000,A202,87.97,2026-07-20
TA25143,T15000,A214,25.97,2026-07-20
TA25144,T15000,A204,30.66,2026-07-20
TA25145,T15001,A297,69.0,2026-07-15
TA25146,T15002,A087,47.0,2026-07-19
TA25147,T15003,A207,27.0,2026-06-28
TA25148,T15004,A254,29.0,2026-07-07
TA25149,T15005,A118,33.0,2026-07-23
TA25150,T15006,A133,40.0,2026-07-20
TA25151,T15007,A219,39.0,2026-07-23
TA25152,T15008,A225,28.0,2026-07-23
TA25153,T15009,A097,12.0,2026-07-16
TA25154,T15010,A210,16.0,2026-07-01
TA25155,T15011,A299,12.0,2026-07-11
TA25156,T15012,A071,38.26,2026-07-16
TA25157,T15012,A110,19.74,2026-07-16
TA25158,T15013,A217,30.0,2026-07-17
TA25159,T15014,A224,27.0,2026-07-11
TA25160,T15015,A106,7.87,2026-07-06
TA25161,T15015,A077,35.13,2026-07-06
TA25162,T15016,A205,34.0,2026-07-04
TA25163,T15017,A221,31.0,2026-07-19
TA25164,T15018,A206,16.0,2026-07-10
TA25165,T15019,A252,5.0,2026-07-13
TA25166,T15020,A108,11.0,2026-07-18
TA25167,T15021,A202,13.0,2026-07-15
TA25168,T15022,A281,14.0,2026-07-17
TA25169,T15023,A072,14.0,2026-06-19
TA25170,T15024,A203,18.0,2026-06-15
TA25171,T15025,A297,16.0,2026-06-14
TA25172,T15026,A035,44.0,2026-06-23
TA25173,T15026,A012,0.65,2026-06-23
TA25174,T15026,A026,69.35,2026-06-23
TA25175,T15027,A046,40.33,2026-06-30
TA25176,T15027,A055,41.44,2026-06-30
TA25177,T15027,A044,66.23,2026-06-30
TA25178,T15028,A066,61.0,2026-07-01
TA25179,T15029,A140,32.4,2026-07-08
TA25180,T15029,A136,41.6,2026-07-08
TA25181,T15030,A162,130.09,2026-06-22
TA25182,T15030,A142,6.91,2026-06-22
TA25183,T15031,A203,80.35,2026-06-24
TA25184,T15031,A212,0.36,2026-06-24
TA25185,T15031,A208,74.29,2026-06-24
TA25186,T15032,A292,31.39,2026-07-05
TA25187,T15032,A260,103.61,2026-07-05
TA25188,T15033,A076,13.86,2026-07-06
TA25189,T15033,A073,37.14,2026-07-06
TA25190,T15034,A125,37.0,2026-07-03
TA25191,T15035,A213,56.0,2026-07-04
TA25192,T15036,A222,36.68,2026-06-27
TA25193,T15036,A257,13.32,2026-06-27
TA25194,T15037,A107,11.0,2026-06-25
TA25195,T15038,A205,7.0,2026-06-29
TA25196,T15039,A263,7.0,2026-06-16
TA25197,T15040,A037,60.22,2026-06-20
TA25198,T15040,A014,99.78,2026-06-20
TA25199,T15041,A053,92.84,2026-06-20
TA25200,T15041,A047,105.16,2026-06-20
TA25201,T15042,A062,75.0,2026-06-20
TA25202,T15043,A129,19.67,2026-06-21
TA25203,T15043,A138,54.68,2026-06-21
TA25204,T15043,A136,15.11,2026-06-21
TA25205,T15043,A127,96.54,2026-06-21
TA25206,T15044,A165,95.5,2026-06-15
TA25207,T15044,A142,12.55,2026-06-15
TA25208,T15044,A192,13.5,2026-06-15
TA25209,T15044,A179,21.45,2026-06-15
TA25210,T15045,A205,45.83,2026-06-19
TA25211,T15045,A212,52.02,2026-06-19
TA25212,T15045,A203,51.35,2026-06-19
TA25213,T15045,A214,29.8,2026-06-19
TA25214,T15046,A242,51.69,2026-06-16
TA25215,T15046,A282,32.6,2026-06-16
TA25216,T15046,A298,31.32,2026-06-16
TA25217,T15046,A277,6.39,2026-06-16
TA25218,T15047,A112,15.0,2026-07-11
TA25219,T15048,A220,15.0,2026-07-18
TA25220,T15049,A258,18.0,2026-07-10
TA25221,T15050,A079,22.0,2026-07-16
TA25222,T15051,A122,23.0,2026-07-10
TA25223,T15052,A220,27.0,2026-07-08
TA25224,T15053,A236,23.03,2026-07-22
TA25225,T15053,A289,23.97,2026-07-22
TA25226,T15054,A114,49.0,2026-07-17
TA25227,T15055,A133,36.0,2026-07-17
TA25228,T15056,A218,56.0,2026-07-17
TA25229,T15057,A277,14.36,2026-07-17
TA25230,T15057,A254,42.64,2026-07-17
TA25231,T15058,A080,7.0,2026-07-16
TA25232,T15059,A219,12.0,2026-07-23
TA25233,T15060,A223,14.0,2026-07-23
TA25234,T15061,A102,36.51,2026-07-09
TA25235,T15061,A062,11.49,2026-07-09
TA25236,T15062,A122,24.0,2026-07-09
TA25237,T15063,A209,45.0,2026-07-07
TA25238,T15064,A258,28.0,2026-07-10
TA25239,T15065,A117,6.0,2026-07-15
TA25240,T15066,A207,15.0,2026-07-15
TA25241,T15067,A277,8.0,2026-07-12
TA25242,T15068,A107,21.9,2026-07-01
TA25243,T15068,A098,21.1,2026-07-01
TA25244,T15069,A133,45.0,2026-06-29
TA25245,T15070,A210,23.0,2026-07-02
TA25246,T15071,A275,31.33,2026-06-28
TA25247,T15071,A269,10.67,2026-06-28
TA25248,T15072,A212,9.0,2025-09-26
TA25249,T15073,A253,5.0,2025-09-28
TA25250,T15074,A025,9.86,2025-10-11
TA25251,T15074,A011,29.65,2025-10-11
TA25252,T15074,A008,2.19,2025-10-11
TA25253,T15074,A007,90.3,2025-10-11
TA25254,T15075,A050,5.79,2025-10-07
TA25255,T15075,A042,98.71,2025-10-07
TA25256,T15075,A058,51.5,2025-10-07
TA25257,T15076,A087,23.86,2025-10-08
TA25258,T15076,A088,35.68,2025-10-08
TA25259,T15076,A116,44.46,2025-10-08
TA25260,T15077,A128,1.22,2025-10-13
TA25261,T15077,A129,112.78,2025-10-13
TA25262,T15078,A171,54.37,2025-10-10
TA25263,T15078,A173,25.63,2025-10-10
TA25264,T15079,A209,72.32,2025-10-10
TA25265,T15079,A212,23.44,2025-10-10
TA25266,T15079,A220,10.98,2025-10-10
TA25267,T15079,A203,3.26,2025-10-10
TA25268,T15080,A247,65.0,2025-10-31
TA25269,T15081,A213,5.0,2025-09-10
TA25270,T15082,A232,12.0,2025-08-13
TA25271,T15083,A077,34.0,2025-09-19
TA25272,T15084,A139,28.0,2025-09-23
TA25273,T15085,A203,29.0,2025-09-28
TA25274,T15086,A229,37.53,2025-09-29
TA25275,T15086,A253,18.47,2025-09-29
TA25276,T15087,A032,96.0,2025-08-16
TA25277,T15088,A044,132.33,2025-09-17
TA25278,T15088,A059,24.67,2025-09-17
TA25279,T15089,A075,0.09,2025-08-26
TA25280,T15089,A067,24.82,2025-08-26
TA25281,T15089,A096,108.49,2025-08-26
TA25282,T15089,A087,53.6,2025-08-26
TA25283,T15090,A132,75.24,2025-08-08
TA25284,T15090,A134,37.02,2025-08-08
TA25285,T15090,A126,46.28,2025-08-08
TA25286,T15090,A127,27.46,2025-08-08
TA25287,T15091,A154,70.11,2025-08-05
TA25288,T15091,A159,84.89,2025-08-05
TA25289,T15092,A216,62.0,2025-09-11
TA25290,T15093,A278,66.44,2025-09-05
TA25291,T15093,A223,13.11,2025-09-05
TA25292,T15093,A253,84.39,2025-09-05
TA25293,T15093,A241,21.06,2025-09-05
TA25294,T15094,A214,12.0,2025-09-21
TA25295,T15095,A240,19.0,2025-10-25
TA25296,T15096,A073,56.0,2025-10-04
TA25297,T15097,A129,32.0,2025-09-25
TA25298,T15098,A204,49.0,2025-09-29
TA25299,T15099,A265,30.65,2025-10-22
TA25300,T15099,A289,20.35,2025-10-22
TA25301,T15100,A089,40.0,2025-10-04
TA25302,T15101,A162,55.0,2025-10-02
TA25303,T15102,A206,22.0,2025-09-20
TA25304,T15103,A231,55.0,2025-09-21
TA25305,T15104,A110,27.0,2025-09-24
TA25306,T15105,A204,1.51,2025-09-22
TA25307,T15105,A215,57.49,2025-09-22
TA25308,T15106,A265,48.0,2025-10-08
TA25309,T15107,A202,17.0,2025-10-05
TA25310,T15108,A278,19.0,2025-10-10
TA25311,T15109,A087,11.0,2025-08-24
TA25312,T15110,A207,14.0,2025-07-31
TA25313,T15111,A292,5.0,2025-08-16
TA25314,T15112,A102,8.0,2025-08-28
TA25315,T15113,A201,6.0,2025-09-15
TA25316,T15114,A286,16.0,2025-09-03
TA25317,T15115,A217,18.0,2025-08-11
TA25318,T15116,A271,8.0,2025-09-02
TA25319,T15117,A210,9.0,2025-09-11
TA25320,T15118,A247,5.0,2025-10-31
TA25321,T15119,A006,19.93,2025-09-04
TA25322,T15119,A008,6.77,2025-09-04
TA25323,T15119,A013,43.41,2025-09-04
TA25324,T15119,A021,121.9,2025-09-04
TA25325,T15120,A050,55.27,2025-10-09
TA25326,T15120,A046,0.45,2025-10-09
TA25327,T15120,A051,21.22,2025-10-09
TA25328,T15120,A060,103.07,2025-10-09
TA25329,T15121,A065,74.0,2025-09-10
TA25330,T15122,A138,23.31,2025-10-13
TA25331,T15122,A133,64.69,2025-10-13
TA25332,T15123,A186,18.17,2025-09-29
TA25333,T15123,A184,152.83,2025-09-29
TA25334,T15124,A215,21.96,2025-09-30
TA25335,T15124,A202,6.18,2025-09-30
TA25336,T15124,A208,96.86,2025-09-30
TA25337,T15125,A290,88.52,2025-08-26
TA25338,T15125,A255,6.06,2025-08-26
TA25339,T15125,A267,53.42,2025-08-26
TA25340,T15126,A093,17.0,2025-08-21
TA25341,T15127,A207,13.0,2025-08-13
TA25342,T15128,A227,10.0,2025-09-08
TA25343,T15129,A078,13.0,2025-07-15
TA25344,T15130,A215,13.0,2025-05-13
TA25345,T15131,A282,18.0,2025-05-29
TA25346,T15132,A113,28.0,2025-08-04
TA25347,T15133,A144,3.4,2025-08-03
TA25348,T15133,A160,46.6,2025-08-03
TA25349,T15134,A215,39.0,2025-08-07
TA25350,T15135,A224,54.0,2025-08-21
TA25351,T15136,A095,31.0,2025-06-06
TA25352,T15137,A135,41.0,2025-07-04
TA25353,T15138,A202,3.48,2025-05-30
TA25354,T15138,A207,46.52,2025-05-30
TA25355,T15139,A245,28.0,2025-07-04
TA25356,T15140,A012,105.51,2025-04-04
TA25357,T15140,A011,90.41,2025-04-04
TA25358,T15140,A030,0.08,2025-04-04
TA25359,T15141,A048,0.05,2025-08-13
TA25360,T15141,A046,65.95,2025-08-13
TA25361,T15142,A072,3.47,2025-07-13
TA25362,T15142,A093,68.53,2025-07-13
TA25363,T15143,A134,85.97,2025-04-29
TA25364,T15143,A129,66.03,2025-04-29
TA25365,T15144,A190,70.0,2025-05-03
TA25366,T15145,A209,75.1,2025-07-20
TA25367,T15145,A204,105.92,2025-07-20
TA25368,T15145,A203,15.99,2025-07-20
TA25369,T15146,A278,57.56,2025-07-05
TA25370,T15146,A277,2.44,2025-07-05
TA25371,T15147,A217,12.0,2025-06-24
TA25372,T15148,A237,13.0,2025-07-16
TA25373,T15149,A100,34.0,2025-10-22
TA25374,T15150,A126,41.0,2025-11-04
TA25375,T15151,A210,50.0,2025-10-05
TA25376,T15152,A296,53.0,2025-10-09
TA25377,T15153,A018,8.66,2025-05-08
TA25378,T15153,A022,7.74,2025-05-08
TA25379,T15153,A036,120.41,2025-05-08
TA25380,T15153,A004,43.19,2025-05-08
TA25381,T15154,A049,94.0,2025-05-23
TA25382,T15155,A104,57.76,2025-05-05
TA25383,T15155,A065,28.85,2025-05-05
TA25384,T15155,A071,24.38,2025-05-05
TA25385,T15156,A132,37.76,2025-06-01
TA25386,T15156,A139,93.24,2025-06-01
TA25387,T15157,A199,1.77,2025-05-31
TA25388,T15157,A174,18.75,2025-05-31
TA25389,T15157,A191,81.48,2025-05-31
TA25390,T15158,A202,128.03,2025-05-11
TA25391,T15158,A210,68.97,2025-05-11
TA25392,T15159,A268,71.0,2025-04-26
TA25393,T15160,A119,48.0,2025-09-19
TA25394,T15161,A219,27.0,2025-11-03
TA25395,T15162,A236,38.0,2025-09-16
TA25396,T15163,A209,18.0,2025-06-16
TA25397,T15164,A224,16.0,2025-06-20
TA25398,T15165,A036,37.52,2025-09-23
TA25399,T15165,A005,37.58,2025-09-23
TA25400,T15165,A001,109.11,2025-09-23
TA25401,T15165,A040,12.79,2025-09-23
TA25402,T15166,A049,63.0,2025-10-05
TA25403,T15167,A072,12.98,2025-09-20
TA25404,T15167,A077,12.08,2025-09-20
TA25405,T15167,A079,115.66,2025-09-20
TA25406,T15167,A095,13.28,2025-09-20
TA25407,T15168,A128,53.22,2025-10-17
TA25408,T15168,A125,74.78,2025-10-17
TA25409,T15169,A148,44.96,2025-09-28
TA25410,T15169,A180,74.02,2025-09-28
TA25411,T15169,A150,5.03,2025-09-28
TA25412,T15170,A203,72.13,2025-10-31
TA25413,T15170,A216,23.87,2025-10-31
TA25414,T15171,A233,5.07,2025-10-19
TA25415,T15171,A300,49.99,2025-10-19
TA25416,T15171,A243,24.78,2025-10-19
TA25417,T15171,A268,79.16,2025-10-19
TA25418,T15172,A109,46.0,2025-10-27
TA25419,T15173,A135,22.0,2025-11-06
TA25420,T15174,A217,20.0,2025-09-18
TA25421,T15175,A255,35.0,2025-09-01
TA25422,T15176,A105,57.0,2025-06-07
TA25423,T15177,A180,24.0,2025-06-30
TA25424,T15178,A215,24.0,2025-06-06
TA25425,T15179,A234,44.0,2025-07-28
TA25426,T15180,A107,29.0,2025-08-01
TA25427,T15181,A202,30.0,2025-11-27
TA25428,T15182,A237,36.0,2025-07-21
TA25429,T15183,A211,19.0,2025-11-27
TA25430,T15184,A245,13.0,2026-01-03
TA25431,T15185,A070,6.01,2025-11-04
TA25432,T15185,A079,35.99,2025-11-04
TA25433,T15186,A203,21.0,2025-10-17
TA25434,T15187,A259,22.0,2025-10-19
TA25435,T15188,A078,27.0,2025-12-07
TA25436,T15189,A162,28.0,2025-10-11
TA25437,T15190,A219,38.0,2025-11-06
TA25438,T15191,A229,50.0,2025-10-01
TA25439,T15192,A103,9.54,2025-04-20
TA25440,T15192,A085,38.46,2025-04-20
TA25441,T15193,A153,35.0,2025-03-26
TA25442,T15194,A206,7.88,2025-03-27
TA25443,T15194,A218,44.12,2025-03-27
TA25444,T15195,A242,7.85,2025-04-06
TA25445,T15195,A243,41.15,2025-04-06
TA25446,T15196,A083,10.0,2025-06-23
TA25447,T15197,A204,7.0,2025-07-30
TA25448,T15198,A286,15.0,2025-06-15
TA25449,T15199,A089,28.0,2025-07-19
TA25450,T15200,A121,58.0,2025-08-05
TA25451,T15201,A219,47.0,2025-07-25
TA25452,T15202,A294,41.0,2025-09-07
TA25453,T15203,A067,22.0,2025-09-23
TA25454,T15204,A205,8.32,2025-10-21
TA25455,T15204,A202,48.68,2025-10-21
TA25456,T15205,A228,28.0,2025-09-29
TA25457,T15206,A098,22.0,2025-08-17
TA25458,T15207,A154,47.0,2025-09-03
TA25459,T15208,A212,23.28,2025-07-16
TA25460,T15208,A216,35.72,2025-07-16
TA25461,T15209,A286,39.0,2025-08-08
TA25462,T15210,A101,5.0,2025-06-29
TA25463,T15211,A206,11.0,2025-07-21
TA25464,T15212,A286,13.0,2025-07-29
TA25465,T15213,A115,12.0,2025-05-21
TA25466,T15214,A214,8.0,2025-05-09
TA25467,T15215,A256,12.0,2025-06-04
TA25468,T15216,A210,8.0,2025-08-10
TA25469,T15217,A275,12.0,2025-09-19
TA25470,T15218,A014,47.74,2025-05-22
TA25471,T15218,A013,31.26,2025-05-22
TA25472,T15219,A057,80.0,2025-04-09
TA25473,T15220,A094,32.17,2025-04-21
TA25474,T15220,A100,107.75,2025-04-21
TA25475,T15220,A104,16.09,2025-04-21
TA25476,T15221,A125,55.78,2025-03-16
TA25477,T15221,A127,8.22,2025-03-16
TA25478,T15222,A167,84.0,2025-02-15
TA25479,T15223,A210,99.34,2025-05-12
TA25480,T15223,A204,44.04,2025-05-12
TA25481,T15223,A212,27.61,2025-05-12
TA25482,T15224,A290,68.84,2025-02-21
TA25483,T15224,A241,15.16,2025-02-21
TA25484,T15225,A094,48.91,2025-07-23
TA25485,T15225,A063,8.09,2025-07-23
TA25486,T15226,A198,21.31,2025-07-24
TA25487,T15226,A166,27.69,2025-07-24
TA25488,T15227,A201,48.0,2025-07-21
TA25489,T15228,A275,46.0,2025-07-18
TA25490,T15229,A204,16.0,2025-09-19
TA25491,T15230,A222,9.0,2025-10-22
TA25492,T15231,A106,53.0,2025-02-02
TA25493,T15232,A137,9.79,2025-01-23
TA25494,T15232,A123,39.21,2025-01-23
TA25495,T15233,A201,45.0,2025-02-10
TA25496,T15234,A264,33.51,2025-02-03
TA25497,T15234,A222,21.49,2025-02-03
TA25498,T15235,A037,73.0,2025-06-29
TA25499,T15236,A058,55.3,2025-06-28
TA25500,T15236,A047,45.16,2025-06-28
TA25501,T15236,A045,12.08,2025-06-28
TA25502,T15236,A042,4.46,2025-06-28
TA25503,T15237,A111,18.05,2025-06-29
TA25504,T15237,A067,9.46,2025-06-29
TA25505,T15237,A106,74.0,2025-06-29
TA25506,T15237,A065,0.5,2025-06-29
TA25507,T15238,A134,6.71,2025-06-26
TA25508,T15238,A138,117.51,2025-06-26
TA25509,T15238,A123,15.0,2025-06-26
TA25510,T15238,A128,52.77,2025-06-26
TA25511,T15239,A144,80.0,2025-06-30
TA25512,T15240,A211,19.34,2025-06-27
TA25513,T15240,A218,58.15,2025-06-27
TA25514,T15240,A204,6.8,2025-06-27
TA25515,T15240,A203,36.71,2025-06-27
TA25516,T15241,A294,112.09,2025-07-01
TA25517,T15241,A287,56.91,2025-07-01
TA25518,T15242,A100,45.0,2025-08-13
TA25519,T15243,A147,45.5,2025-07-04
TA25520,T15243,A142,3.5,2025-07-04
TA25521,T15244,A202,43.0,2025-07-06
TA25522,T15245,A239,42.0,2025-07-19
TA25523,T15246,A093,55.0,2025-12-25
TA25524,T15247,A212,41.0,2025-10-03
TA25525,T15248,A229,25.0,2025-11-14
TA25526,T15249,A086,24.0,2025-09-26
TA25527,T15250,A177,56.15,2025-10-08
TA25528,T15250,A160,1.85,2025-10-08
TA25529,T15251,A212,34.0,2025-10-13
TA25530,T15252,A221,11.5,2025-09-25
TA25531,T15252,A266,39.5,2025-09-25
TA25532,T15253,A217,7.0,2025-10-05
TA25533,T15254,A243,19.0,2025-10-13
TA25534,T15255,A069,8.0,2025-06-01
TA25535,T15256,A206,17.0,2025-07-07
TA25536,T15257,A236,18.0,2025-05-25
TA25537,T15258,A102,32.0,2025-07-27
TA25538,T15259,A122,36.59,2025-08-25
TA25539,T15259,A131,11.41,2025-08-25
TA25540,T15260,A212,34.0,2025-08-12
TA25541,T15261,A272,20.0,2025-08-16
TA25542,T15262,A216,11.0,2025-06-06
TA25543,T15263,A224,15.0,2025-04-05
TA25544,T15264,A080,32.0,2025-03-16
TA25545,T15265,A216,58.0,2025-03-28
TA25546,T15266,A222,32.0,2025-02-28
TA25547,T15267,A111,37.0,2025-04-14
TA25548,T15268,A173,31.0,2025-05-15
TA25549,T15269,A212,32.0,2025-04-08
TA25550,T15270,A273,29.0,2025-05-06
TA25551,T15271,A087,50.0,2025-02-10
TA25552,T15272,A166,34.0,2025-02-15
TA25553,T15273,A203,38.0,2025-03-01
TA25554,T15274,A247,20.0,2025-02-13
TA25555,T15275,A006,2.25,2025-11-01
TA25556,T15275,A040,70.7,2025-11-01
TA25557,T15275,A031,24.55,2025-11-01
TA25558,T15275,A016,22.5,2025-11-01
TA25559,T15276,A042,6.42,2025-10-24
TA25560,T15276,A043,56.13,2025-10-24
TA25561,T15276,A050,44.24,2025-10-24
TA25562,T15276,A056,6.2,2025-10-24
TA25563,T15277,A098,32.51,2025-12-02
TA25564,T15277,A117,60.49,2025-12-02
TA25565,T15278,A132,157.08,2025-11-04
TA25566,T15278,A140,33.92,2025-11-04
TA25567,T15279,A143,87.05,2025-10-24
TA25568,T15279,A148,22.95,2025-10-24
TA25569,T15280,A201,94.0,2025-11-08
TA25570,T15281,A275,106.14,2025-10-13
TA25571,T15281,A272,39.48,2025-10-13
TA25572,T15281,A221,51.39,2025-10-13
TA25573,T15282,A034,12.98,2025-10-03
TA25574,T15282,A005,37.55,2025-10-03
TA25575,T15282,A020,2.18,2025-10-03
TA25576,T15282,A004,109.29,2025-10-03
TA25577,T15283,A058,29.18,2025-09-18
TA25578,T15283,A053,106.84,2025-09-18
TA25579,T15283,A045,29.98,2025-09-18
TA25580,T15284,A105,59.01,2025-10-19
TA25581,T15284,A115,4.99,2025-10-19
TA25582,T15285,A128,63.0,2025-10-24
TA25583,T15286,A150,86.0,2025-09-15
TA25584,T15287,A203,134.13,2025-09-17
TA25585,T15287,A204,38.87,2025-09-17
TA25586,T15288,A264,26.47,2025-12-19
TA25587,T15288,A229,106.53,2025-12-19
TA25588,T15289,A105,10.0,2025-06-01
TA25589,T15290,A210,10.0,2025-04-23
TA25590,T15291,A246,16.0,2025-08-08
TA25591,T15292,A206,10.0,2025-10-24
TA25592,T15293,A262,8.0,2025-11-01
TA25593,T15294,A029,21.43,2025-09-24
TA25594,T15294,A031,25.05,2025-09-24
TA25595,T15294,A020,30.39,2025-09-24
TA25596,T15294,A004,64.13,2025-09-24
TA25597,T15295,A059,21.76,2025-09-24
