render_id,project_id,sequence_id,shot_id,frame_count,render_engine,render_status,render_hours,submission_date,completion_date
R4943,P006,SQ093,SH2865,56,V-Ray,Success,2.61,2024-10-18,2024-10-18
R4944,P006,SQ093,SH2866,83,V-Ray,Success,3.43,2024-10-09,2024-10-09
R4945,P006,SQ093,SH2867,142,Arnold,Success,7.2,2024-10-03,2024-10-03
R4946,P006,SQ093,SH2867,142,Arnold,Success,7.7,2024-09-27,2024-09-27
R4947,P006,SQ093,SH2868,107,Arnold,Success,2.17,2024-09-26,2024-09-26
R4948,P006,SQ093,SH2868,107,V-Ray,Success,4.33,2024-10-01,2024-10-01
R4949,P006,SQ093,SH2868,107,Arnold,Success,4.01,2024-10-06,2024-10-06
R4950,P006,SQ093,SH2869,409,Arnold,Success,81.53,2024-10-27,2024-10-30
R4951,P006,SQ093,SH2869,409,Arnold,Success,61.06,2024-11-02,2024-11-04
R4952,P006,SQ093,SH2870,52,V-Ray,Success,1.45,2024-10-10,2024-10-10
R4953,P006,SQ093,SH2870,52,V-Ray,Success,1.6,2024-10-22,2024-10-22
R4954,P006,SQ093,SH2871,65,V-Ray,Failed,3.05,2024-09-27,2024-09-27
R4955,P006,SQ093,SH2872,273,Arnold,Success,16.87,2024-10-17,2024-10-17
R4956,P006,SQ093,SH2872,273,V-Ray,Success,14.27,2024-10-18,2024-10-18
R4957,P006,SQ093,SH2872,273,V-Ray,Success,23.39,2024-10-21,2024-10-21
R4958,P006,SQ093,SH2873,351,Arnold,Success,72.12,2024-09-25,2024-09-28
R4959,P006,SQ093,SH2873,351,Arnold,Success,66.22,2024-10-01,2024-10-03
R4960,P006,SQ093,SH2874,93,V-Ray,Success,3.71,2024-10-16,2024-10-16
R4961,P006,SQ093,SH2875,89,RenderMan,Success,1.89,2024-09-22,2024-09-22
R4962,P006,SQ093,SH2875,89,Arnold,Success,2.06,2024-09-16,2024-09-16
R4963,P006,SQ093,SH2876,240,RenderMan,Success,17.24,2024-10-04,2024-10-04
R4964,P006,SQ093,SH2876,240,Arnold,Success,21.65,2024-10-05,2024-10-05
R4965,P006,SQ093,SH2876,240,V-Ray,Success,21.02,2024-09-26,2024-09-26
R4966,P006,SQ093,SH2877,242,Arnold,Success,15.94,2024-11-04,2024-11-04
R4967,P006,SQ093,SH2877,242,RenderMan,Success,20.56,2024-11-03,2024-11-03
R4968,P006,SQ093,SH2878,335,RenderMan,Success,57.12,2024-10-11,2024-10-13
R4969,P006,SQ093,SH2878,335,Arnold,Success,83.14,2024-10-05,2024-10-08
R4970,P006,SQ093,SH2879,572,Arnold,Success,82.03,2024-10-13,2024-10-16
R4971,P006,SQ093,SH2880,230,Arnold,Success,20.54,2024-10-26,2024-10-26
R4972,P006,SQ093,SH2880,230,Arnold,Success,19.7,2024-10-30,2024-10-30
R4973,P006,SQ093,SH2881,192,RenderMan,Success,13.38,2024-10-15,2024-10-15
R4974,P006,SQ093,SH2881,192,Arnold,Success,11.1,2024-10-13,2024-10-13
R4975,P006,SQ093,SH2882,196,Arnold,Success,10.87,2024-10-14,2024-10-14
R4976,P006,SQ093,SH2882,196,Arnold,Success,17.67,2024-10-09,2024-10-09
R4977,P006,SQ093,SH2882,196,Arnold,Success,12.85,2024-10-07,2024-10-07
R4978,P006,SQ093,SH2883,614,RenderMan,Success,99.87,2024-09-13,2024-09-17
R4979,P006,SQ093,SH2884,169,Arnold,Success,12.57,2024-10-11,2024-10-11
R4980,P006,SQ093,SH2884,169,Arnold,Failed,16.76,2024-10-06,2024-10-06
R4981,P006,SQ093,SH2885,193,RenderMan,Success,9.72,2024-10-09,2024-10-09
R4982,P006,SQ093,SH2885,193,Arnold,Success,14.75,2024-09-30,2024-09-30
R4983,P006,SQ093,SH2885,193,Arnold,Success,13.91,2024-10-06,2024-10-06
R4984,P006,SQ093,SH2886,134,V-Ray,Success,9.89,2024-09-09,2024-09-09
R4985,P006,SQ093,SH2886,134,V-Ray,Success,10.02,2024-09-14,2024-09-14
R4986,P006,SQ093,SH2886,134,Arnold,Success,11.48,2024-09-18,2024-09-18
R4987,P006,SQ093,SH2887,267,Arnold,Success,26.27,2024-10-14,2024-10-15
R4988,P006,SQ093,SH2887,267,Arnold,Failed,16.2,2024-10-08,2024-10-08
R4989,P006,SQ093,SH2888,258,Arnold,Success,15.65,2024-09-18,2024-09-18
R4990,P006,SQ093,SH2889,237,Arnold,Success,15.54,2024-10-11,2024-10-11
R4991,P006,SQ093,SH2890,157,RenderMan,Failed,12.55,2024-10-16,2024-10-16
R4992,P006,SQ093,SH2890,157,Arnold,Success,9.85,2024-10-14,2024-10-14
R4993,P006,SQ093,SH2890,157,V-Ray,Success,14.01,2024-10-11,2024-10-11
R4994,P006,SQ093,SH2891,69,V-Ray,Success,2.78,2024-09-16,2024-09-16
R4995,P006,SQ093,SH2892,70,Arnold,Success,2.49,2024-10-10,2024-10-10
R4996,P006,SQ093,SH2892,70,V-Ray,Success,2.63,2024-10-10,2024-10-10
R4997,P006,SQ093,SH2893,336,V-Ray,Success,70.33,2024-09-20,2024-09-22
R4998,P006,SQ093,SH2894,769,Arnold,Success,130.13,2024-11-01,2024-11-06
R4999,P006,SQ093,SH2894,769,V-Ray,Failed,106.35,2024-11-01,2024-11-05
R5000,P006,SQ093,SH2894,769,Arnold,Success,170.46,2024-10-21,2024-10-28
R5001,P006,SQ093,SH2895,114,V-Ray,Success,3.65,2024-10-11,2024-10-11
R5002,P006,SQ093,SH2895,114,Arnold,Success,3.57,2024-10-20,2024-10-20
R5003,P006,SQ093,SH2895,114,Arnold,Success,4.6,2024-10-19,2024-10-19
R5004,P006,SQ093,SH2896,745,Arnold,Success,89.14,2024-10-11,2024-10-14
R5005,P006,SQ093,SH2896,745,Arnold,Success,182.76,2024-10-22,2024-10-29
R5006,P006,SQ093,SH2896,745,Arnold,Success,161.5,2024-10-16,2024-10-22
R5007,P006,SQ093,SH2897,116,Arnold,Success,2.66,2024-10-14,2024-10-14
R5008,P006,SQ093,SH2898,181,V-Ray,Success,10.29,2024-09-25,2024-09-25
R5009,P006,SQ093,SH2898,181,Arnold,Failed,17.89,2024-09-26,2024-09-26
R5010,P006,SQ093,SH2898,181,RenderMan,Success,15.48,2024-09-26,2024-09-26
R5011,P006,SQ093,SH2899,527,Arnold,Success,83.1,2024-09-13,2024-09-16
R5012,P006,SQ093,SH2900,251,Arnold,Success,22.25,2024-09-08,2024-09-08
R5013,P006,SQ093,SH2901,689,Arnold,Success,158.33,2024-10-04,2024-10-10
R5014,P006,SQ093,SH2901,689,Arnold,Success,83.26,2024-10-04,2024-10-07
R5015,P006,SQ093,SH2901,689,Arnold,Success,163.77,2024-10-18,2024-10-24
R5016,P006,SQ093,SH2902,496,Arnold,Failed,51.74,2024-09-17,2024-09-19
R5017,P006,SQ093,SH2902,496,Arnold,Success,83.68,2024-09-19,2024-09-22
R5018,P006,SQ093,SH2903,236,RenderMan,Success,18.91,2024-10-02,2024-10-02
R5019,P006,SQ093,SH2903,236,RenderMan,Success,18.41,2024-10-07,2024-10-07
R5020,P006,SQ093,SH2903,236,Arnold,Success,16.5,2024-10-02,2024-10-02
R5021,P006,SQ093,SH2904,103,Arnold,Success,2.09,2024-10-07,2024-10-07
R5022,P006,SQ093,SH2904,103,V-Ray,Success,2.55,2024-10-04,2024-10-04
R5023,P006,SQ093,SH2905,471,Arnold,Success,55.0,2024-09-15,2024-09-17
R5024,P006,SQ093,SH2905,471,Arnold,Success,48.67,2024-09-23,2024-09-25
R5025,P006,SQ093,SH2905,471,RenderMan,Failed,74.23,2024-09-14,2024-09-17
R5026,P006,SQ093,SH2906,41,Arnold,Success,1.04,2024-09-19,2024-09-19
R5027,P006,SQ093,SH2906,41,Arnold,Success,1.06,2024-09-15,2024-09-15
R5028,P006,SQ093,SH2906,41,Arnold,Failed,1.62,2024-09-14,2024-09-14
R5029,P006,SQ093,SH2907,254,V-Ray,Success,23.37,2024-10-06,2024-10-06
R5030,P006,SQ093,SH2907,254,Arnold,Failed,24.95,2024-10-19,2024-10-20
R5031,P006,SQ093,SH2908,708,Arnold,Success,172.44,2024-10-29,2024-11-05
R5032,P006,SQ093,SH2908,708,RenderMan,Success,167.93,2024-10-25,2024-10-31
R5033,P006,SQ093,SH2908,708,Arnold,Success,144.94,2024-10-29,2024-11-04
R5034,P006,SQ093,SH2909,848,RenderMan,Success,178.12,2024-10-31,2024-11-07
R5035,P006,SQ093,SH2910,73,V-Ray,Success,3.11,2024-09-24,2024-09-24
R5036,P006,SQ093,SH2911,43,Arnold,Success,1.19,2024-10-04,2024-10-04
R5037,P006,SQ093,SH2911,43,Arnold,Success,1.74,2024-09-29,2024-09-29
R5038,P006,SQ093,SH2912,143,Arnold,Success,13.38,2024-10-04,2024-10-04
R5039,P006,SQ093,SH2912,143,Arnold,Success,12.73,2024-09-27,2024-09-27
R5040,P006,SQ093,SH2913,217,V-Ray,Failed,16.5,2024-09-22,2024-09-22
R5041,P006,SQ093,SH2914,501,V-Ray,Failed,110.47,2024-10-14,2024-10-18
R5042,P006,SQ093,SH2914,501,Arnold,Success,70.27,2024-10-08,2024-10-10
R5043,P006,SQ093,SH2914,501,Arnold,Success,105.77,2024-10-01,2024-10-05
R5044,P006,SQ093,SH2915,165,Arnold,Success,9.04,2024-10-05,2024-10-05
R5045,P006,SQ093,SH2916,196,Arnold,Success,12.05,2024-09-14,2024-09-14
R5046,P006,SQ093,SH2916,196,Arnold,Success,18.08,2024-09-15,2024-09-15
R5047,P006,SQ093,SH2916,196,RenderMan,Success,17.92,2024-09-10,2024-09-10
R5048,P006,SQ093,SH2917,129,V-Ray,Success,8.52,2024-09-12,2024-09-12
R5049,P006,SQ093,SH2917,129,Arnold,Success,11.67,2024-09-18,2024-09-18
R5050,P006,SQ093,SH2918,57,Arnold,Success,1.63,2024-10-16,2024-10-16
R5051,P006,SQ093,SH2918,57,RenderMan,Success,2.67,2024-10-19,2024-10-19
R5052,P006,SQ093,SH2918,57,V-Ray,Success,2.65,2024-10-20,2024-10-20
R5053,P006,SQ093,SH2919,69,Arnold,Success,2.34,2024-10-27,2024-10-27
R5054,P006,SQ093,SH2919,69,RenderMan,Success,1.52,2024-10-24,2024-10-24
R5055,P006,SQ093,SH2920,228,V-Ray,Success,13.14,2024-10-23,2024-10-23
R5056,P006,SQ093,SH2920,228,V-Ray,Success,15.94,2024-10-23,2024-10-23
R5057,P006,SQ093,SH2921,84,Arnold,Success,2.37,2024-10-01,2024-10-01
R5058,P006,SQ093,SH2922,239,RenderMan,Success,12.08,2024-09-18,2024-09-18
R5059,P006,SQ093,SH2923,105,Arnold,Success,2.69,2024-10-28,2024-10-28
R5060,P006,SQ093,SH2923,105,Arnold,Success,5.22,2024-10-28,2024-10-28
R5061,P006,SQ093,SH2924,111,Arnold,Success,4.17,2024-10-23,2024-10-23
R5062,P006,SQ093,SH2924,111,Arnold,Success,2.28,2024-10-22,2024-10-22
R5063,P006,SQ093,SH2925,144,Arnold,Success,11.85,2024-09-14,2024-09-14
R5064,P006,SQ093,SH2925,144,RenderMan,Success,13.71,2024-09-20,2024-09-20
R5065,P006,SQ093,SH2926,59,Arnold,Success,2.68,2024-09-19,2024-09-19
R5066,P006,SQ093,SH2926,59,RenderMan,Success,1.88,2024-09-30,2024-09-30
R5067,P006,SQ093,SH2926,59,V-Ray,Success,2.01,2024-09-21,2024-09-21
R5068,P006,SQ093,SH2927,112,Arnold,Success,2.5,2024-10-16,2024-10-16
R5069,P006,SQ093,SH2927,112,Arnold,Success,5.36,2024-10-07,2024-10-07
R5070,P006,SQ093,SH2928,119,RenderMan,Success,2.98,2024-10-16,2024-10-16
R5071,P006,SQ093,SH2929,89,Arnold,Success,3.83,2024-10-04,2024-10-04
R5072,P006,SQ093,SH2929,89,Arnold,Success,2.86,2024-10-10,2024-10-10
R5073,P006,SQ093,SH2929,89,Arnold,Success,2.75,2024-10-16,2024-10-16
R5074,P006,SQ093,SH2930,114,Arnold,Success,4.63,2024-10-01,2024-10-01
R5075,P006,SQ093,SH2930,114,Arnold,Success,4.05,2024-09-29,2024-09-29
R5076,P006,SQ093,SH2930,114,Arnold,Success,2.48,2024-09-27,2024-09-27
R5077,P006,SQ093,SH2931,186,V-Ray,Success,11.22,2024-09-24,2024-09-24
R5078,P006,SQ093,SH2931,186,V-Ray,Success,11.3,2024-10-03,2024-10-03
R5079,P006,SQ093,SH2931,186,Arnold,Success,12.72,2024-09-20,2024-09-20
R5080,P006,SQ093,SH2932,49,V-Ray,Success,1.86,2024-09-30,2024-09-30
R5081,P006,SQ093,SH2932,49,Arnold,Success,1.86,2024-09-30,2024-09-30
R5082,P006,SQ093,SH2932,49,Arnold,Success,1.3,2024-09-28,2024-09-28
R5083,P006,SQ093,SH2933,58,RenderMan,Success,1.51,2024-09-22,2024-09-22
R5084,P006,SQ093,SH2933,58,V-Ray,Success,1.89,2024-09-22,2024-09-22
R5085,P006,SQ093,SH2934,65,RenderMan,Success,1.49,2024-10-23,2024-10-23
R5086,P006,SQ093,SH2934,65,Arnold,Success,2.35,2024-11-01,2024-11-01
R5087,P006,SQ093,SH2934,65,RenderMan,Failed,2.2,2024-10-28,2024-10-28
R5088,P006,SQ093,SH2935,104,RenderMan,Success,3.86,2024-10-23,2024-10-23
R5089,P006,SQ093,SH2935,104,Arnold,Success,3.45,2024-11-02,2024-11-02
R5090,P006,SQ093,SH2935,104,Arnold,Success,2.23,2024-11-01,2024-11-01
R5091,P008,SQ105,SH3301,282,Arnold,Success,18.37,2026-05-19,2026-05-19
R5092,P008,SQ106,SH3311,97,RenderMan,Success,3.4,2026-04-22,2026-04-22
R5093,P008,SQ106,SH3315,358,Arnold,Success,40.12,2026-05-06,2026-05-07
R5094,P008,SQ106,SH3315,358,Arnold,Success,44.86,2026-05-01,2026-05-02
R5095,P008,SQ106,SH3315,358,Arnold,Success,86.44,2026-05-08,2026-05-11
R5096,P008,SQ106,SH3327,686,V-Ray,Success,87.34,2026-05-10,2026-05-13
R5097,P008,SQ106,SH3327,686,Arnold,Success,133.98,2026-05-05,2026-05-10
R5098,P008,SQ114,SH3513,285,Arnold,Success,21.12,2026-05-01,2026-05-01
R5099,P008,SQ114,SH3513,285,Arnold,Success,19.57,2026-04-30,2026-04-30
R5100,P008,SQ114,SH3517,111,Arnold,Success,3.96,2026-04-25,2026-04-25
R5101,P008,SQ114,SH3522,66,RenderMan,Success,2.97,2026-05-01,2026-05-01
R5102,P008,SQ114,SH3525,263,RenderMan,Success,19.92,2026-05-24,2026-05-24
R5103,P008,SQ114,SH3525,263,Arnold,Failed,24.28,2026-05-25,2026-05-26
R5104,P008,SQ114,SH3526,175,Arnold,Success,12.28,2026-05-14,2026-05-14
R5105,P008,SQ114,SH3532,147,Arnold,Success,11.46,2026-06-19,2026-06-19
R5106,P008,SQ114,SH3532,147,V-Ray,Success,8.04,2026-06-12,2026-06-12
R5107,P008,SQ114,SH3534,878,Arnold,Success,104.62,2026-04-10,2026-04-14
R5108,P008,SQ114,SH3534,878,RenderMan,Success,173.23,2026-04-14,2026-04-21
R5109,P008,SQ114,SH3537,60,RenderMan,Success,1.69,2026-04-04,2026-04-04
R5110,P008,SQ114,SH3537,60,V-Ray,Success,2.79,2026-04-11,2026-04-11
R5111,P008,SQ114,SH3538,169,Arnold,Success,10.88,2026-06-05,2026-06-05
R5112,P008,SQ114,SH3538,169,RenderMan,Success,10.51,2026-06-09,2026-06-09
R5113,P008,SQ114,SH3539,179,Arnold,Success,13.7,2026-05-14,2026-05-14
R5114,P008,SQ114,SH3539,179,Arnold,Success,13.97,2026-05-17,2026-05-17
R5115,P008,SQ114,SH3541,111,V-Ray,Success,2.58,2026-04-05,2026-04-05
R5116,P008,SQ114,SH3541,111,Arnold,Success,3.37,2026-03-31,2026-03-31
R5117,P008,SQ114,SH3541,111,Arnold,Success,4.17,2026-03-23,2026-03-23
R5118,P008,SQ114,SH3543,62,Arnold,Success,1.69,2026-04-04,2026-04-04
R5119,P008,SQ114,SH3543,62,Arnold,Success,1.5,2026-04-08,2026-04-08
R5120,P008,SQ115,SH3548,84,Arnold,Success,2.7,2026-06-03,2026-06-03
R5121,P008,SQ118,SH3579,61,Arnold,Success,1.72,2026-04-27,2026-04-27
R5122,P008,SQ118,SH3579,61,RenderMan,Success,2.49,2026-04-30,2026-04-30
R5123,P008,SQ118,SH3579,61,Arnold,Success,1.92,2026-05-07,2026-05-07
R5124,P008,SQ118,SH3585,725,V-Ray,Success,75.79,2026-05-27,2026-05-30
R5125,P008,SQ118,SH3585,725,V-Ray,Success,118.7,2026-06-03,2026-06-07
R5126,P008,SQ119,SH3603,103,RenderMan,Failed,4.66,2026-06-13,2026-06-13
R5127,P008,SQ125,SH3758,100,RenderMan,Success,4.8,2026-05-27,2026-05-27
R5128,P008,SQ125,SH3767,61,V-Ray,Success,2.11,2026-04-28,2026-04-28
R5129,P008,SQ127,SH3793,272,Arnold,Success,14.34,2026-05-26,2026-05-26
R5130,P008,SQ127,SH3794,263,Arnold,Success,16.25,2026-05-08,2026-05-08
R5131,P008,SQ127,SH3794,263,RenderMan,Success,14.7,2026-05-03,2026-05-03
R5132,P008,SQ127,SH3794,263,Arnold,Success,14.07,2026-04-26,2026-04-26
R5133,P008,SQ127,SH3795,299,Arnold,Success,24.94,2026-04-29,2026-04-30
R5134,P008,SQ127,SH3795,299,Arnold,Success,17.8,2026-04-27,2026-04-27
R5135,P008,SQ127,SH3795,299,RenderMan,Success,28.78,2026-05-07,2026-05-08
R5136,P008,SQ127,SH3798,105,Arnold,Success,3.44,2026-04-16,2026-04-16
R5137,P008,SQ127,SH3798,105,Arnold,Failed,3.36,2026-04-27,2026-04-27
R5138,P008,SQ127,SH3798,105,Arnold,Success,3.24,2026-04-23,2026-04-23
R5139,P008,SQ127,SH3799,186,Arnold,Success,11.39,2026-04-12,2026-04-12
R5140,P008,SQ127,SH3801,400,Arnold,Success,67.51,2026-04-19,2026-04-21
R5141,P008,SQ127,SH3803,725,Arnold,Success,74.31,2026-06-07,2026-06-10
R5142,P008,SQ127,SH3803,725,Arnold,Success,91.22,2026-05-27,2026-05-30
R5143,P008,SQ127,SH3803,725,Arnold,Success,83.15,2026-06-08,2026-06-11
R5144,P008,SQ127,SH3805,695,V-Ray,Success,71.39,2026-05-20,2026-05-22
R5145,P008,SQ127,SH3808,43,Arnold,Success,1.01,2026-05-08,2026-05-08
R5146,P009,SQ130,SH3855,93,V-Ray,Success,3.64,2025-08-04,2025-08-04
R5147,P009,SQ130,SH3855,93,Arnold,Success,3.76,2025-07-30,2025-07-30
R5148,P009,SQ130,SH3856,576,V-Ray,Success,138.79,2025-10-08,2025-10-13
R5149,P009,SQ130,SH3856,576,Arnold,Success,128.74,2025-10-08,2025-10-13
R5150,P009,SQ130,SH3856,576,V-Ray,Success,87.01,2025-10-14,2025-10-17
R5151,P009,SQ130,SH3857,117,RenderMan,Success,2.62,2025-07-18,2025-07-18
R5152,P009,SQ130,SH3857,117,Arnold,Success,2.6,2025-07-28,2025-07-28
R5153,P009,SQ130,SH3858,127,V-Ray,Success,11.69,2025-10-01,2025-10-01
R5154,P009,SQ130,SH3858,127,V-Ray,Success,10.9,2025-09-28,2025-09-28
R5155,P009,SQ130,SH3858,127,Arnold,Success,6.89,2025-09-18,2025-09-18
R5156,P009,SQ130,SH3859,475,V-Ray,Success,61.9,2025-08-02,2025-08-04
R5157,P009,SQ130,SH3859,475,V-Ray,Success,104.36,2025-08-02,2025-08-06
R5158,P009,SQ130,SH3860,112,Arnold,Success,3.07,2025-09-16,2025-09-16
R5159,P009,SQ130,SH3861,149,V-Ray,Success,8.37,2025-09-26,2025-09-26
R5160,P009,SQ130,SH3862,256,Arnold,Success,15.95,2025-09-24,2025-09-24
R5161,P009,SQ130,SH3862,256,Arnold,Success,18.95,2025-09-16,2025-09-16
R5162,P009,SQ130,SH3862,256,Arnold,Success,21.97,2025-09-22,2025-09-22
R5163,P009,SQ130,SH3863,274,Arnold,Success,21.36,2025-09-26,2025-09-26
R5164,P009,SQ130,SH3863,274,V-Ray,Success,21.0,2025-09-23,2025-09-23
R5165,P009,SQ130,SH3864,43,Arnold,Success,1.61,2025-10-11,2025-10-11
R5166,P009,SQ130,SH3864,43,Arnold,Failed,0.96,2025-10-12,2025-10-12
R5167,P009,SQ130,SH3865,109,RenderMan,Success,4.54,2025-08-09,2025-08-09
R5168,P009,SQ130,SH3866,95,Arnold,Success,2.24,2025-08-10,2025-08-10
R5169,P009,SQ130,SH3866,95,RenderMan,Success,2.29,2025-08-03,2025-08-03
R5170,P009,SQ130,SH3867,100,Arnold,Failed,3.41,2025-06-22,2025-06-22
R5171,P009,SQ130,SH3867,100,Arnold,Success,3.09,2025-06-28,2025-06-28
R5172,P009,SQ130,SH3868,72,Arnold,Success,2.96,2025-09-20,2025-09-20
R5173,P009,SQ130,SH3869,921,Arnold,Success,123.62,2025-08-22,2025-08-27
R5174,P009,SQ130,SH3869,921,Arnold,Failed,125.1,2025-08-19,2025-08-24
R5175,P009,SQ130,SH3869,921,Arnold,Success,187.53,2025-08-15,2025-08-22
R5176,P009,SQ131,SH3870,67,Arnold,Success,1.82,2025-08-12,2025-08-12
R5177,P009,SQ131,SH3870,67,RenderMan,Success,1.38,2025-08-20,2025-08-20
R5178,P009,SQ131,SH3871,84,Arnold,Success,3.36,2025-05-17,2025-05-17
R5179,P009,SQ131,SH3871,84,Arnold,Failed,4.04,2025-05-12,2025-05-12
R5180,P009,SQ131,SH3871,84,V-Ray,Success,2.59,2025-05-22,2025-05-22
R5181,P009,SQ131,SH3872,120,RenderMan,Success,11.45,2025-07-17,2025-07-17
R5182,P009,SQ131,SH3873,271,Arnold,Success,13.72,2025-05-20,2025-05-20
R5183,P009,SQ131,SH3873,271,Arnold,Success,18.4,2025-05-22,2025-05-22
R5184,P009,SQ131,SH3874,514,Arnold,Success,121.71,2025-02-20,2025-02-25
R5185,P009,SQ131,SH3874,514,RenderMan,Failed,64.97,2025-02-23,2025-02-25
R5186,P009,SQ131,SH3874,514,Arnold,Success,87.6,2025-02-22,2025-02-25
R5187,P009,SQ131,SH3875,87,Arnold,Success,3.55,2025-07-04,2025-07-04
R5188,P009,SQ131,SH3875,87,Arnold,Success,2.35,2025-06-22,2025-06-22
R5189,P009,SQ131,SH3875,87,Arnold,Success,4.02,2025-07-02,2025-07-02
R5190,P009,SQ131,SH3876,221,V-Ray,Failed,13.64,2025-10-05,2025-10-05
R5191,P009,SQ131,SH3877,438,Arnold,Success,82.86,2025-04-28,2025-05-01
R5192,P009,SQ131,SH3877,438,V-Ray,Failed,55.05,2025-04-25,2025-04-27
R5193,P009,SQ132,SH3878,152,RenderMan,Success,11.66,2025-07-13,2025-07-13
R5194,P009,SQ132,SH3879,105,V-Ray,Success,4.36,2025-05-25,2025-05-25
R5195,P009,SQ132,SH3879,105,Arnold,Success,2.29,2025-05-30,2025-05-30
R5196,P009,SQ132,SH3880,354,V-Ray,Success,67.69,2025-09-19,2025-09-21
R5197,P009,SQ132,SH3880,354,Arnold,Success,67.04,2025-09-21,2025-09-23
R5198,P009,SQ132,SH3880,354,RenderMan,Success,51.44,2025-09-27,2025-09-29
R5199,P009,SQ132,SH3881,153,Arnold,Success,11.45,2025-08-14,2025-08-14
R5200,P009,SQ132,SH3881,153,RenderMan,Success,13.42,2025-08-11,2025-08-11
R5201,P009,SQ132,SH3882,280,V-Ray,Success,16.23,2025-06-15,2025-06-15
R5202,P009,SQ132,SH3882,280,Arnold,Success,25.24,2025-06-05,2025-06-06
R5203,P009,SQ132,SH3882,280,Arnold,Success,22.22,2025-06-06,2025-06-06
R5204,P009,SQ132,SH3883,227,V-Ray,Success,12.7,2025-06-25,2025-06-25
R5205,P009,SQ132,SH3884,94,V-Ray,Success,3.9,2025-10-06,2025-10-06
R5206,P009,SQ132,SH3884,94,Arnold,Success,4.61,2025-10-05,2025-10-05
R5207,P009,SQ132,SH3884,94,Arnold,Success,2.16,2025-10-09,2025-10-09
R5208,P009,SQ132,SH3885,129,Arnold,Success,10.01,2025-10-09,2025-10-09
R5209,P009,SQ132,SH3885,129,Arnold,Success,10.65,2025-09-27,2025-09-27
R5210,P009,SQ132,SH3885,129,Arnold,Success,9.6,2025-10-03,2025-10-03
R5211,P009,SQ132,SH3886,148,Arnold,Success,9.76,2025-10-07,2025-10-07
R5212,P009,SQ132,SH3886,148,Arnold,Success,12.67,2025-10-09,2025-10-09
R5213,P009,SQ132,SH3887,280,Arnold,Success,17.16,2025-03-23,2025-03-23
R5214,P009,SQ132,SH3887,280,V-Ray,Success,26.73,2025-03-20,2025-03-21
R5215,P009,SQ132,SH3887,280,Arnold,Success,24.96,2025-03-24,2025-03-25
R5216,P009,SQ132,SH3888,117,Arnold,Failed,5.19,2025-06-15,2025-06-15
R5217,P009,SQ132,SH3889,299,Arnold,Success,27.26,2025-07-04,2025-07-05
R5218,P009,SQ132,SH3889,299,V-Ray,Success,25.82,2025-06-29,2025-06-30
R5219,P009,SQ132,SH3890,223,Arnold,Success,17.8,2025-09-22,2025-09-22
R5220,P009,SQ132,SH3891,271,RenderMan,Success,21.34,2025-07-11,2025-07-11
R5221,P009,SQ132,SH3891,271,Arnold,Success,22.15,2025-07-12,2025-07-12
R5222,P009,SQ132,SH3891,271,V-Ray,Success,22.75,2025-07-13,2025-07-13
R5223,P009,SQ132,SH3892,114,Arnold,Success,5.42,2025-07-06,2025-07-06
R5224,P009,SQ132,SH3892,114,Arnold,Success,5.13,2025-07-09,2025-07-09
R5225,P009,SQ132,SH3892,114,V-Ray,Success,4.72,2025-07-01,2025-07-01
R5226,P009,SQ132,SH3893,49,V-Ray,Success,1.91,2025-05-10,2025-05-10
R5227,P009,SQ132,SH3893,49,RenderMan,Success,1.54,2025-05-11,2025-05-11
R5228,P009,SQ132,SH3894,103,Arnold,Success,4.38,2025-08-16,2025-08-16
R5229,P009,SQ132,SH3895,913,RenderMan,Success,153.73,2025-02-24,2025-03-02
R5230,P009,SQ132,SH3895,913,Arnold,Success,114.55,2025-02-15,2025-02-19
R5231,P009,SQ132,SH3896,261,Arnold,Success,23.74,2025-07-24,2025-07-24
R5232,P009,SQ132,SH3896,261,RenderMan,Success,14.7,2025-07-27,2025-07-27
R5233,P009,SQ132,SH3896,261,Arnold,Success,25.62,2025-07-20,2025-07-21
R5234,P009,SQ132,SH3897,116,V-Ray,Success,4.2,2025-09-21,2025-09-21
R5235,P009,SQ132,SH3897,116,V-Ray,Success,4.24,2025-09-26,2025-09-26
R5236,P009,SQ132,SH3897,116,RenderMan,Success,3.88,2025-09-23,2025-09-23
R5237,P009,SQ132,SH3898,178,RenderMan,Success,17.66,2025-01-27,2025-01-27
R5238,P009,SQ132,SH3898,178,Arnold,Success,14.57,2025-02-06,2025-02-06
R5239,P009,SQ132,SH3899,569,Arnold,Success,80.65,2025-07-01,2025-07-04
R5240,P009,SQ132,SH3899,569,Arnold,Success,57.02,2025-07-05,2025-07-07
R5241,P009,SQ132,SH3900,247,Arnold,Success,20.14,2025-06-11,2025-06-11
R5242,P009,SQ132,SH3901,201,Arnold,Success,15.2,2025-09-29,2025-09-29
R5243,P009,SQ132,SH3901,201,RenderMan,Success,19.72,2025-09-20,2025-09-20
R5244,P009,SQ132,SH3902,245,Arnold,Success,21.99,2025-09-18,2025-09-18
R5245,P009,SQ132,SH3902,245,RenderMan,Success,23.99,2025-09-21,2025-09-21
R5246,P009,SQ132,SH3903,60,Arnold,Success,1.61,2025-10-15,2025-10-15
R5247,P009,SQ132,SH3904,81,Arnold,Success,3.28,2025-05-27,2025-05-27
R5248,P009,SQ132,SH3904,81,Arnold,Success,1.65,2025-05-21,2025-05-21
