task_id,project_id,sequence_id,shot_id,department,estimated_hours,priority,start_date,end_date,status
T14671,P008,SQ125,SH3756,Compositing,5,Low,2026-08-22,2026-09-05,In Progress
T14672,P008,SQ125,SH3757,Animation,52,Medium,2026-07-14,2026-07-24,In Progress
T14673,P008,SQ125,SH3757,FX,21,Medium,2026-07-08,2026-08-12,In Progress
T14674,P008,SQ125,SH3757,Lighting,23,Medium,2026-07-15,2026-08-04,In Progress
T14675,P008,SQ125,SH3757,Compositing,58,Medium,2026-07-25,2026-08-06,In Progress
T14676,P008,SQ125,SH3758,Animation,9,Low,2026-05-23,2026-05-27,Completed
T14677,P008,SQ125,SH3758,Lighting,10,Medium,2026-05-23,2026-05-31,Completed
T14678,P008,SQ125,SH3758,Compositing,18,Medium,2026-05-17,2026-05-19,Completed
T14679,P008,SQ125,SH3759,Modeling,100,High,2026-09-11,2026-09-27,In Progress
T14680,P008,SQ125,SH3759,Rigging,108,High,2026-09-16,2026-10-26,In Progress
T14681,P008,SQ125,SH3759,Animation,123,High,2026-08-19,2026-09-17,In Progress
T14682,P008,SQ125,SH3759,CFX,156,High,2026-09-02,2026-10-04,In Progress
T14683,P008,SQ125,SH3759,FX,79,High,2026-08-17,2026-09-03,In Progress
T14684,P008,SQ125,SH3759,Lighting,149,Medium,2026-08-31,2026-09-19,In Progress
T14685,P008,SQ125,SH3759,Compositing,77,High,2026-09-16,2026-10-31,In Progress
T14686,P008,SQ125,SH3760,Modeling,181,High,2026-07-27,2026-08-28,In Progress
T14687,P008,SQ125,SH3760,Rigging,198,High,2026-07-20,2026-11-02,In Progress
T14688,P008,SQ125,SH3760,Animation,73,High,2026-07-16,2026-08-07,In Progress
T14689,P008,SQ125,SH3760,CFX,85,High,2026-06-23,2026-10-02,In Progress
T14690,P008,SQ125,SH3760,FX,103,Medium,2026-08-09,2026-08-15,In Progress
T14691,P008,SQ125,SH3760,Lighting,146,High,2026-08-23,2026-09-19,In Progress
T14692,P008,SQ125,SH3760,Compositing,75,High,2026-07-17,2026-07-20,In Progress
T14693,P008,SQ125,SH3761,Animation,50,Medium,2026-08-27,2026-09-15,In Progress
T14694,P008,SQ125,SH3761,FX,37,Medium,2026-08-28,2026-09-06,In Progress
T14695,P008,SQ125,SH3761,Lighting,38,Medium,2026-08-31,2026-09-05,In Progress
T14696,P008,SQ125,SH3761,Compositing,45,Medium,2026-08-30,2026-09-05,In Progress
T14697,P008,SQ125,SH3762,Animation,43,Low,2026-06-09,2026-06-17,Completed
T14698,P008,SQ125,SH3762,Lighting,41,High,2026-05-26,2026-06-06,Completed
T14699,P008,SQ125,SH3762,Compositing,43,Medium,2026-06-03,2026-06-14,Completed
T14700,P008,SQ125,SH3763,Animation,26,Medium,2026-09-28,2026-12-13,In Progress
T14701,P008,SQ125,SH3763,Lighting,49,High,2026-09-21,2026-11-11,In Progress
T14702,P008,SQ125,SH3763,Compositing,54,Low,2026-07-28,2026-11-23,In Progress
T14703,P008,SQ125,SH3764,Modeling,117,High,2026-05-15,2026-06-30,In Progress
T14704,P008,SQ125,SH3764,Rigging,190,High,2026-06-03,2026-07-14,In Progress
T14705,P008,SQ125,SH3764,Animation,63,High,2026-05-30,2026-06-19,Completed
T14706,P008,SQ125,SH3764,CFX,102,High,2026-06-10,2026-08-03,In Progress
T14707,P008,SQ125,SH3764,FX,144,High,2026-06-19,2026-06-26,In Progress
T14708,P008,SQ125,SH3764,Lighting,130,High,2026-06-11,2026-06-28,In Progress
T14709,P008,SQ125,SH3764,Compositing,110,High,2026-05-15,2026-06-25,In Progress
T14710,P008,SQ125,SH3765,Modeling,134,High,2026-09-15,2026-10-17,In Progress
T14711,P008,SQ125,SH3765,Rigging,121,Medium,2026-09-23,2026-09-28,In Progress
T14712,P008,SQ125,SH3765,Animation,89,High,2026-09-03,2026-10-02,In Progress
T14713,P008,SQ125,SH3765,CFX,192,High,2026-09-19,2026-10-18,In Progress
T14714,P008,SQ125,SH3765,FX,115,High,2026-09-05,2026-10-18,In Progress
T14715,P008,SQ125,SH3765,Lighting,77,High,2026-09-08,2026-10-14,In Progress
T14716,P008,SQ125,SH3765,Compositing,155,Medium,2026-09-14,2026-09-22,In Progress
T14717,P008,SQ125,SH3766,Animation,49,Medium,2026-06-21,2026-11-26,In Progress
T14718,P008,SQ125,SH3766,CFX,21,Medium,2026-07-07,2026-09-21,In Progress
T14719,P008,SQ125,SH3766,Lighting,41,Medium,2026-08-09,2026-09-27,In Progress
T14720,P008,SQ125,SH3766,Compositing,43,High,2026-05-23,2026-08-20,In Progress
T14721,P008,SQ125,SH3767,Animation,13,Medium,2026-04-24,2026-05-14,Completed
T14722,P008,SQ125,SH3767,Lighting,19,Low,2026-05-16,2026-06-03,Completed
T14723,P008,SQ125,SH3767,Compositing,7,Low,2026-04-25,2026-04-27,Completed
T14724,P008,SQ125,SH3768,Modeling,60,Medium,2026-06-25,2026-09-20,In Progress
T14725,P008,SQ125,SH3768,Rigging,65,High,2026-06-27,2026-08-05,In Progress
T14726,P008,SQ125,SH3768,Animation,63,High,2026-07-16,2026-09-05,In Progress
T14727,P008,SQ125,SH3768,CFX,87,High,2026-07-06,2026-07-22,In Progress
T14728,P008,SQ125,SH3768,FX,72,High,2026-06-28,2026-08-11,In Progress
T14729,P008,SQ125,SH3768,Lighting,101,High,2026-07-20,2026-08-07,In Progress
T14730,P008,SQ125,SH3768,Compositing,143,High,2026-05-29,2026-06-11,Completed
T14731,P008,SQ125,SH3769,Animation,5,Medium,2026-08-29,2026-09-25,In Progress
T14732,P008,SQ125,SH3769,Lighting,10,Low,2026-09-07,2026-09-30,In Progress
T14733,P008,SQ125,SH3769,Compositing,9,Medium,2026-08-06,2026-10-25,In Progress
T14734,P008,SQ125,SH3770,Lighting,11,Low,2026-07-01,2026-07-22,In Progress
T14735,P008,SQ125,SH3770,Compositing,14,Low,2026-05-31,2026-09-23,In Progress
T14736,P008,SQ125,SH3771,Animation,33,High,2026-08-06,2026-09-05,In Progress
T14737,P008,SQ125,SH3771,CFX,49,High,2026-06-25,2026-07-14,In Progress
T14738,P008,SQ125,SH3771,Lighting,45,Medium,2026-07-28,2026-09-02,In Progress
T14739,P008,SQ125,SH3771,Compositing,35,Medium,2026-07-29,2026-08-23,In Progress
T14740,P008,SQ125,SH3772,Modeling,164,High,2026-07-15,2026-08-30,In Progress
T14741,P008,SQ125,SH3772,Rigging,80,High,2026-06-06,2026-06-09,Completed
T14742,P008,SQ125,SH3772,Animation,84,High,2026-06-22,2026-07-07,In Progress
T14743,P008,SQ125,SH3772,CFX,88,High,2026-07-17,2026-07-24,In Progress
T14744,P008,SQ125,SH3772,FX,133,High,2026-07-05,2026-08-09,In Progress
T14745,P008,SQ125,SH3772,Lighting,153,High,2026-07-14,2026-08-26,In Progress
T14746,P008,SQ125,SH3772,Compositing,125,High,2026-07-29,2026-08-03,In Progress
T14747,P008,SQ125,SH3773,Animation,8,Medium,2026-09-14,2026-10-20,In Progress
T14748,P008,SQ125,SH3773,Lighting,9,Low,2026-09-14,2026-11-04,In Progress
T14749,P008,SQ125,SH3773,Compositing,17,Medium,2026-09-15,2026-10-06,In Progress
T14750,P008,SQ125,SH3774,Animation,6,Low,2026-06-24,2026-07-03,In Progress
T14751,P008,SQ125,SH3774,Lighting,5,Low,2026-06-28,2026-07-10,In Progress
T14752,P008,SQ125,SH3774,Compositing,9,Low,2026-07-02,2026-08-10,In Progress
T14753,P008,SQ125,SH3775,Animation,54,Low,2026-08-04,2026-09-28,In Progress
T14754,P008,SQ125,SH3775,Lighting,28,Low,2026-07-24,2026-07-28,In Progress
T14755,P008,SQ125,SH3775,Compositing,59,Medium,2026-06-25,2026-10-03,In Progress
T14756,P008,SQ125,SH3776,Modeling,67,Medium,2026-08-16,2026-09-19,In Progress
T14757,P008,SQ125,SH3776,Rigging,79,Medium,2026-06-28,2026-11-05,In Progress
T14758,P008,SQ125,SH3776,Animation,83,High,2026-07-22,2026-08-07,In Progress
T14759,P008,SQ125,SH3776,CFX,170,High,2026-08-30,2026-09-12,In Progress
T14760,P008,SQ125,SH3776,FX,75,High,2026-07-16,2026-12-30,In Progress
T14761,P008,SQ125,SH3776,Lighting,145,High,2026-08-24,2026-12-17,In Progress
T14762,P008,SQ125,SH3776,Compositing,140,High,2026-08-20,2026-10-19,In Progress
T14763,P008,SQ125,SH3777,Modeling,166,Medium,2026-05-29,2026-06-20,Completed
T14764,P008,SQ125,SH3777,Rigging,143,Medium,2026-05-26,2026-07-16,In Progress
T14765,P008,SQ125,SH3777,Animation,68,High,2026-05-16,2026-05-22,Completed
T14766,P008,SQ125,SH3777,CFX,157,High,2026-06-13,2026-08-09,In Progress
T14767,P008,SQ125,SH3777,FX,74,High,2026-05-01,2026-07-22,In Progress
T14768,P008,SQ125,SH3777,Lighting,99,Medium,2026-05-23,2026-07-08,In Progress
T14769,P008,SQ125,SH3777,Compositing,149,High,2026-05-20,2026-06-06,Completed
T14770,P008,SQ125,SH3778,Modeling,139,Medium,2026-09-20,2026-10-09,In Progress
T14771,P008,SQ125,SH3778,Rigging,96,Medium,2026-09-01,2026-10-23,In Progress
T14772,P008,SQ125,SH3778,Animation,120,Medium,2026-09-12,2026-11-06,In Progress
T14773,P008,SQ125,SH3778,CFX,168,High,2026-09-25,2026-09-27,In Progress
T14774,P008,SQ125,SH3778,FX,113,High,2026-09-25,2026-10-11,In Progress
T14775,P008,SQ125,SH3778,Lighting,125,High,2026-09-20,2026-10-09,In Progress
T14776,P008,SQ125,SH3778,Compositing,109,High,2026-09-13,2026-11-04,In Progress
T14777,P008,SQ125,SH3779,Modeling,106,High,2026-05-28,2026-07-12,In Progress
T14778,P008,SQ125,SH3779,Rigging,195,High,2026-05-29,2026-07-29,In Progress
T14779,P008,SQ125,SH3779,Animation,113,Medium,2026-05-29,2026-07-19,In Progress
T14780,P008,SQ125,SH3779,CFX,89,High,2026-06-07,2026-06-20,Completed
T14781,P008,SQ125,SH3779,FX,139,High,2026-06-04,2026-07-16,In Progress
T14782,P008,SQ125,SH3779,Lighting,131,Medium,2026-06-11,2026-07-23,In Progress
T14783,P008,SQ125,SH3779,Compositing,161,Medium,2026-06-16,2026-06-21,Completed
T14784,P008,SQ125,SH3780,Modeling,84,High,2026-07-09,2026-08-09,In Progress
T14785,P008,SQ125,SH3780,Rigging,73,Medium,2026-06-17,2026-07-28,In Progress
T14786,P008,SQ125,SH3780,Animation,88,Medium,2026-07-16,2026-07-26,In Progress
T14787,P008,SQ125,SH3780,CFX,141,High,2026-06-16,2026-08-07,In Progress
T14788,P008,SQ125,SH3780,FX,98,High,2026-07-13,2026-08-23,In Progress
T14789,P008,SQ125,SH3780,Lighting,134,High,2026-07-05,2026-07-13,In Progress
T14790,P008,SQ125,SH3780,Compositing,101,High,2026-07-09,2026-07-29,In Progress
T14791,P008,SQ125,SH3781,Animation,11,Low,2026-08-07,2026-08-21,In Progress
T14792,P008,SQ125,SH3781,Lighting,10,Low,2026-08-13,2026-08-20,In Progress
T14793,P008,SQ125,SH3781,Compositing,8,Low,2026-08-06,2026-08-09,In Progress
T14794,P008,SQ126,SH3782,Animation,14,Low,2026-07-18,2026-07-21,In Progress
T14795,P008,SQ126,SH3782,Lighting,12,Medium,2026-07-14,2026-07-19,In Progress
T14796,P008,SQ126,SH3782,Compositing,5,Low,2026-07-17,2026-07-22,In Progress
T14797,P008,SQ126,SH3783,Animation,45,High,2026-07-24,2026-07-25,In Progress
T14798,P008,SQ126,SH3783,Lighting,49,High,2026-07-24,2026-07-30,In Progress
T14799,P008,SQ126,SH3783,Compositing,35,High,2026-07-24,2026-08-05,In Progress
T14800,P008,SQ126,SH3784,Animation,31,Low,2026-07-16,2026-07-27,In Progress
T14801,P008,SQ126,SH3784,CFX,30,Medium,2026-07-23,2026-07-29,In Progress
T14802,P008,SQ126,SH3784,Lighting,59,High,2026-07-22,2026-07-26,In Progress
T14803,P008,SQ126,SH3784,Compositing,44,High,2026-07-23,2026-08-02,In Progress
T14804,P008,SQ126,SH3785,Modeling,119,High,2026-07-23,2026-08-03,In Progress
T14805,P008,SQ126,SH3785,Rigging,144,High,2026-07-26,2026-07-28,In Progress
T14806,P008,SQ126,SH3785,Animation,154,High,2026-07-26,2026-08-03,In Progress
T14807,P008,SQ126,SH3785,CFX,131,Medium,2026-07-24,2026-07-26,In Progress
T14808,P008,SQ126,SH3785,FX,158,High,2026-07-23,2026-07-26,In Progress
T14809,P008,SQ126,SH3785,Lighting,89,Medium,2026-07-24,2026-08-04,In Progress
T14810,P008,SQ126,SH3785,Compositing,71,Medium,2026-07-26,2026-08-03,In Progress
T14811,P008,SQ126,SH3786,Animation,48,Low,2026-07-26,2026-08-04,In Progress
T14812,P008,SQ126,SH3786,CFX,35,Medium,2026-07-25,2026-08-06,In Progress
T14813,P008,SQ126,SH3786,Lighting,47,Medium,2026-07-25,2026-08-05,In Progress
T14814,P008,SQ126,SH3786,Compositing,54,High,2026-07-21,2026-07-27,In Progress
T14815,P008,SQ126,SH3787,Animation,35,Medium,2026-07-21,2026-07-26,In Progress
T14816,P008,SQ126,SH3787,FX,26,Low,2026-07-23,2026-08-05,In Progress
T14817,P008,SQ126,SH3787,Lighting,29,High,2026-07-18,2026-08-03,In Progress
T14818,P008,SQ126,SH3787,Compositing,36,Medium,2026-07-26,2026-07-30,In Progress
T14819,P008,SQ126,SH3788,Lighting,17,Low,2026-07-16,2026-07-19,In Progress
T14820,P008,SQ126,SH3788,Compositing,6,Low,2026-07-20,2026-07-28,In Progress
T14821,P008,SQ126,SH3789,Modeling,68,Medium,2026-07-15,2026-07-21,In Progress
T14822,P008,SQ126,SH3789,Rigging,173,Medium,2026-07-15,2026-07-19,In Progress
T14823,P008,SQ126,SH3789,Animation,150,High,2026-07-14,2026-07-16,In Progress
T14824,P008,SQ126,SH3789,CFX,177,Medium,2026-07-16,2026-07-19,In Progress
T14825,P008,SQ126,SH3789,FX,65,High,2026-07-14,2026-07-21,In Progress
T14826,P008,SQ126,SH3789,Lighting,178,Medium,2026-07-15,2026-07-16,In Progress
T14827,P008,SQ126,SH3789,Compositing,113,High,2026-07-14,2026-07-17,In Progress
T14828,P008,SQ126,SH3790,Lighting,13,Medium,2026-07-13,2026-07-17,In Progress
T14829,P008,SQ126,SH3790,Compositing,11,Low,2026-07-12,2026-07-14,In Progress
T14830,P008,SQ126,SH3791,Modeling,133,Medium,2026-07-22,2026-07-23,In Progress
T14831,P008,SQ126,SH3791,Rigging,86,High,2026-07-21,2026-07-26,In Progress
T14832,P008,SQ126,SH3791,Animation,139,High,2026-07-20,2026-07-30,In Progress
T14833,P008,SQ126,SH3791,CFX,149,High,2026-07-22,2026-07-28,In Progress
T14834,P008,SQ126,SH3791,FX,143,High,2026-07-22,2026-07-26,In Progress
T14835,P008,SQ126,SH3791,Lighting,170,Medium,2026-07-21,2026-07-29,In Progress
T14836,P008,SQ126,SH3791,Compositing,81,High,2026-07-21,2026-07-24,In Progress
T14837,P008,SQ126,SH3792,Animation,48,Low,2026-07-20,2026-08-02,In Progress
T14838,P008,SQ126,SH3792,Lighting,41,Medium,2026-07-24,2026-08-02,In Progress
T14839,P008,SQ126,SH3792,Compositing,47,Low,2026-07-21,2026-08-01,In Progress
T14840,P008,SQ127,SH3793,Animation,28,Low,2026-05-21,2026-05-23,Completed
T14841,P008,SQ127,SH3793,CFX,22,High,2026-05-20,2026-05-27,Completed
T14842,P008,SQ127,SH3793,Lighting,51,Low,2026-05-20,2026-05-25,Completed
T14843,P008,SQ127,SH3793,Compositing,38,Medium,2026-05-19,2026-05-24,Completed
T14844,P008,SQ127,SH3794,Animation,52,Medium,2026-05-05,2026-06-07,Completed
T14845,P008,SQ127,SH3794,Lighting,29,Medium,2026-05-03,2026-05-08,Completed
T14846,P008,SQ127,SH3794,Compositing,50,Low,2026-05-09,2026-06-04,Completed
T14847,P008,SQ127,SH3795,Animation,57,High,2026-04-25,2026-05-28,Completed
T14848,P008,SQ127,SH3795,FX,36,Medium,2026-05-19,2026-06-13,Completed
T14849,P008,SQ127,SH3795,Lighting,58,Medium,2026-05-12,2026-05-17,Completed
T14850,P008,SQ127,SH3795,Compositing,50,Low,2026-05-15,2026-05-29,Completed
T14851,P008,SQ127,SH3796,Lighting,11,Low,2026-05-03,2026-08-11,In Progress
T14852,P008,SQ127,SH3796,Compositing,19,Low,2026-06-13,2026-07-08,In Progress
T14853,P008,SQ127,SH3797,Animation,5,Low,2026-06-26,2026-07-28,In Progress
T14854,P008,SQ127,SH3797,Lighting,17,Low,2026-06-16,2026-06-24,In Progress
T14855,P008,SQ127,SH3797,Compositing,10,Low,2026-06-16,2026-07-03,In Progress
T14856,P008,SQ127,SH3798,Lighting,13,Low,2026-04-23,2026-05-04,Completed
T14857,P008,SQ127,SH3798,Compositing,5,Low,2026-04-28,2026-05-19,Completed
T14858,P008,SQ127,SH3799,Animation,40,Medium,2026-04-23,2026-05-10,Completed
T14859,P008,SQ127,SH3799,FX,59,High,2026-04-14,2026-04-20,Completed
T14860,P008,SQ127,SH3799,Lighting,36,High,2026-04-20,2026-05-07,Completed
T14861,P008,SQ127,SH3799,Compositing,49,Medium,2026-04-09,2026-05-02,Completed
T14862,P008,SQ127,SH3800,Animation,38,Low,2026-05-29,2026-06-22,Completed
T14863,P008,SQ127,SH3800,FX,31,High,2026-06-07,2026-06-12,Completed
T14864,P008,SQ127,SH3800,Lighting,45,Low,2026-05-28,2026-07-31,In Progress
T14865,P008,SQ127,SH3800,Compositing,30,High,2026-05-28,2026-06-02,Completed
T14866,P008,SQ127,SH3801,Modeling,148,High,2026-04-21,2026-04-24,Completed
T14867,P008,SQ127,SH3801,Rigging,94,Medium,2026-04-20,2026-04-29,Completed
T14868,P008,SQ127,SH3801,Animation,82,High,2026-04-18,2026-05-03,Completed
T14869,P008,SQ127,SH3801,CFX,62,High,2026-04-24,2026-05-05,Completed
T14870,P008,SQ127,SH3801,FX,143,Medium,2026-04-19,2026-04-22,Completed
T14871,P008,SQ127,SH3801,Lighting,68,Medium,2026-04-22,2026-04-24,Completed
T14872,P008,SQ127,SH3801,Compositing,83,High,2026-04-16,2026-04-21,Completed
T14873,P008,SQ127,SH3802,Modeling,138,High,2026-06-06,2026-07-09,In Progress
T14874,P008,SQ127,SH3802,Rigging,171,High,2026-06-07,2026-06-20,Completed
T14875,P008,SQ127,SH3802,Animation,138,High,2026-06-23,2026-06-28,In Progress
T14876,P008,SQ127,SH3802,CFX,167,High,2026-06-16,2026-07-01,In Progress
T14877,P008,SQ127,SH3802,FX,80,Medium,2026-05-28,2026-07-02,In Progress
T14878,P008,SQ127,SH3802,Lighting,61,Medium,2026-06-26,2026-07-19,In Progress
T14879,P008,SQ127,SH3802,Compositing,197,High,2026-06-17,2026-07-13,In Progress
T14880,P008,SQ127,SH3803,Modeling,89,Medium,2026-05-25,2026-05-30,Completed
T14881,P008,SQ127,SH3803,Rigging,145,Medium,2026-05-27,2026-05-31,Completed
T14882,P008,SQ127,SH3803,Animation,128,Medium,2026-05-27,2026-05-30,Completed
T14883,P008,SQ127,SH3803,CFX,158,High,2026-05-25,2026-05-29,Completed
T14884,P008,SQ127,SH3803,FX,171,Medium,2026-05-26,2026-05-31,Completed
T14885,P008,SQ127,SH3803,Lighting,106,High,2026-05-26,2026-05-29,Completed
T14886,P008,SQ127,SH3803,Compositing,75,High,2026-05-26,2026-05-29,Completed
T14887,P008,SQ127,SH3804,Animation,21,Medium,2026-04-15,2026-06-23,Completed
T14888,P008,SQ127,SH3804,Lighting,46,Low,2026-05-29,2026-06-08,Completed
T14889,P008,SQ127,SH3804,Compositing,56,High,2026-05-21,2026-06-18,Completed
T14890,P008,SQ127,SH3805,Modeling,148,Medium,2026-05-21,2026-05-22,Completed
T14891,P008,SQ127,SH3805,Rigging,177,Medium,2026-05-16,2026-05-23,Completed
T14892,P008,SQ127,SH3805,Animation,73,High,2026-05-23,2026-05-31,Completed
T14893,P008,SQ127,SH3805,CFX,75,High,2026-05-20,2026-05-24,Completed
T14894,P008,SQ127,SH3805,FX,149,High,2026-05-20,2026-06-03,Completed
T14895,P008,SQ127,SH3805,Lighting,80,High,2026-05-17,2026-05-19,Completed
T14896,P008,SQ127,SH3805,Compositing,92,High,2026-05-19,2026-05-30,Completed
T14897,P008,SQ127,SH3806,Animation,6,Medium,2026-05-31,2026-06-21,Completed
T14898,P008,SQ127,SH3806,Lighting,18,Medium,2026-05-28,2026-06-24,In Progress
T14899,P008,SQ127,SH3806,Compositing,18,Medium,2026-06-04,2026-06-22,Completed
T14900,P008,SQ127,SH3807,Animation,15,Low,2026-06-04,2026-06-29,In Progress
T14901,P008,SQ127,SH3807,Lighting,15,Low,2026-06-11,2026-07-01,In Progress
T14902,P008,SQ127,SH3807,Compositing,19,Medium,2026-06-18,2026-07-03,In Progress
T14903,P008,SQ127,SH3808,Lighting,7,Low,2026-05-07,2026-05-18,Completed
T14904,P008,SQ127,SH3808,Compositing,5,Low,2026-05-06,2026-05-16,Completed
T14905,P008,SQ127,SH3809,Animation,57,Medium,2026-04-18,2026-06-16,Completed
T14906,P008,SQ127,SH3809,Lighting,37,Medium,2026-04-24,2026-06-20,Completed
T14907,P008,SQ127,SH3809,Compositing,52,Medium,2026-05-26,2026-07-17,In Progress
T14908,P008,SQ128,SH3810,Animation,7,Medium,2026-09-09,2026-09-25,In Progress
T14909,P008,SQ128,SH3810,Lighting,19,Low,2026-09-15,2026-09-16,In Progress
T14910,P008,SQ128,SH3810,Compositing,13,Low,2026-09-19,2026-10-05,In Progress
T14911,P008,SQ128,SH3811,Modeling,139,High,2026-09-10,2026-10-10,In Progress
T14912,P008,SQ128,SH3811,Rigging,61,High,2026-09-24,2026-10-02,In Progress
T14913,P008,SQ128,SH3811,Animation,98,High,2026-09-14,2026-10-07,In Progress
T14914,P008,SQ128,SH3811,CFX,96,High,2026-09-16,2026-10-14,In Progress
T14915,P008,SQ128,SH3811,FX,75,Medium,2026-09-25,2026-10-17,In Progress
T14916,P008,SQ128,SH3811,Lighting,183,Medium,2026-09-22,2026-09-27,In Progress
T14917,P008,SQ128,SH3811,Compositing,81,Medium,2026-09-25,2026-10-13,In Progress
T14918,P008,SQ128,SH3812,Animation,16,Low,2026-09-25,2026-09-30,In Progress
T14919,P008,SQ128,SH3812,Lighting,18,Low,2026-09-24,2026-09-29,In Progress
T14920,P008,SQ128,SH3812,Compositing,6,Low,2026-09-27,2026-09-28,In Progress
T14921,P008,SQ128,SH3813,Lighting,7,Medium,2026-09-02,2026-10-13,In Progress
T14922,P008,SQ128,SH3813,Compositing,12,Medium,2026-09-19,2026-10-09,In Progress
T14923,P008,SQ128,SH3814,Animation,56,Medium,2026-10-01,2026-10-16,In Progress
T14924,P008,SQ128,SH3814,CFX,30,Low,2026-09-26,2026-09-30,In Progress
T14925,P008,SQ128,SH3814,Lighting,52,Medium,2026-10-01,2026-10-06,In Progress
T14926,P008,SQ128,SH3814,Compositing,21,Medium,2026-10-01,2026-10-17,In Progress
T14927,P008,SQ128,SH3815,Animation,6,Medium,2026-09-20,2026-10-05,In Progress
T14928,P008,SQ128,SH3815,Lighting,12,Low,2026-09-18,2026-09-26,In Progress
T14929,P008,SQ128,SH3815,Compositing,10,Medium,2026-09-22,2026-09-23,In Progress
T14930,P008,SQ128,SH3816,Animation,7,Medium,2026-09-08,2026-09-17,In Progress
T14931,P008,SQ128,SH3816,Lighting,15,Low,2026-09-29,2026-10-29,In Progress
T14932,P008,SQ128,SH3816,Compositing,12,Medium,2026-09-12,2026-09-25,In Progress
T14933,P008,SQ128,SH3817,Animation,26,Medium,2026-09-19,2026-09-26,In Progress
T14934,P008,SQ128,SH3817,Lighting,29,Medium,2026-09-21,2026-09-23,In Progress
T14935,P008,SQ128,SH3817,Compositing,50,High,2026-09-20,2026-09-22,In Progress
T14936,P008,SQ128,SH3818,Lighting,10,Medium,2026-09-30,2026-10-20,In Progress
T14937,P008,SQ128,SH3818,Compositing,18,Medium,2026-10-07,2026-10-08,In Progress
T14938,P008,SQ128,SH3819,Modeling,183,High,2026-09-21,2026-09-25,In Progress
T14939,P008,SQ128,SH3819,Rigging,70,High,2026-09-22,2026-10-01,In Progress
T14940,P008,SQ128,SH3819,Animation,120,Medium,2026-09-12,2026-10-03,In Progress
T14941,P008,SQ128,SH3819,CFX,145,High,2026-09-16,2026-09-23,In Progress
T14942,P008,SQ128,SH3819,FX,194,High,2026-09-14,2026-09-17,In Progress
T14943,P008,SQ128,SH3819,Lighting,142,Medium,2026-09-12,2026-09-28,In Progress
T14944,P008,SQ128,SH3819,Compositing,112,High,2026-09-13,2026-09-22,In Progress
T14945,P008,SQ128,SH3820,Animation,59,Medium,2026-09-25,2026-09-28,In Progress
T14946,P008,SQ128,SH3820,CFX,56,Medium,2026-09-17,2026-10-13,In Progress
T14947,P008,SQ128,SH3820,Lighting,34,Medium,2026-09-28,2026-10-22,In Progress
T14948,P008,SQ128,SH3820,Compositing,30,Medium,2026-10-01,2026-10-17,In Progress
T14949,P008,SQ128,SH3821,Modeling,96,Medium,2026-09-19,2026-09-27,In Progress
T14950,P008,SQ128,SH3821,Rigging,175,Medium,2026-09-19,2026-09-20,In Progress
T14951,P008,SQ128,SH3821,Animation,126,High,2026-09-14,2026-09-26,In Progress
T14952,P008,SQ128,SH3821,CFX,114,High,2026-09-17,2026-09-28,In Progress
T14953,P008,SQ128,SH3821,FX,60,High,2026-09-15,2026-09-19,In Progress
T14954,P008,SQ128,SH3821,Lighting,181,High,2026-09-12,2026-09-24,In Progress
T14955,P008,SQ128,SH3821,Compositing,170,Medium,2026-09-13,2026-09-15,In Progress
T14956,P008,SQ128,SH3822,Animation,59,Medium,2026-08-23,2026-09-09,In Progress
T14957,P008,SQ128,SH3822,CFX,56,Low,2026-08-23,2026-10-13,In Progress
T14958,P008,SQ128,SH3822,Lighting,31,Medium,2026-08-24,2026-08-25,In Progress
T14959,P008,SQ128,SH3822,Compositing,58,Medium,2026-09-16,2026-10-05,In Progress
T14960,P008,SQ129,SH3823,Animation,52,High,2026-06-25,2026-06-29,In Progress
T14961,P008,SQ129,SH3823,Lighting,28,High,2026-06-26,2026-06-27,In Progress
T14962,P008,SQ129,SH3823,Compositing,24,Medium,2026-06-25,2026-06-27,In Progress
T14963,P008,SQ129,SH3824,Lighting,15,Low,2026-07-25,2026-08-06,In Progress
T14964,P008,SQ129,SH3824,Compositing,13,Low,2026-07-27,2026-08-10,In Progress
T14965,P008,SQ129,SH3825,Lighting,12,Low,2026-07-15,2026-07-25,In Progress
T14966,P008,SQ129,SH3825,Compositing,13,Low,2026-07-14,2026-08-05,In Progress
T14967,P008,SQ129,SH3826,Animation,16,Low,2026-07-07,2026-07-08,In Progress
T14968,P008,SQ129,SH3826,Lighting,12,Low,2026-07-04,2026-07-12,In Progress
T14969,P008,SQ129,SH3826,Compositing,15,Low,2026-07-05,2026-07-08,In Progress
T14970,P008,SQ129,SH3827,Animation,49,Medium,2026-07-19,2026-07-23,In Progress
T14971,P008,SQ129,SH3827,CFX,56,High,2026-07-15,2026-07-24,In Progress
T14972,P008,SQ129,SH3827,Lighting,47,Low,2026-07-21,2026-07-25,In Progress
T14973,P008,SQ129,SH3827,Compositing,34,Medium,2026-07-13,2026-07-17,In Progress
T14974,P008,SQ129,SH3828,Animation,38,Medium,2026-07-06,2026-07-21,In Progress
T14975,P008,SQ129,SH3828,Lighting,29,Medium,2026-07-08,2026-07-13,In Progress
T14976,P008,SQ129,SH3828,Compositing,55,Low,2026-07-04,2026-07-06,In Progress
T14977,P008,SQ129,SH3829,Modeling,101,High,2026-07-10,2026-08-08,In Progress
T14978,P008,SQ129,SH3829,Rigging,63,High,2026-07-24,2026-08-09,In Progress
