shot_id,project_id,sequence_id,shot_name,complexity,frame_count,start_date,end_date,status
SH3425,P008,SQ111,P008_SEQ090_SH130,Medium,152,2026-11-01,2027-01-19,In Progress
SH3426,P008,SQ111,P008_SEQ090_SH140,Medium,152,2026-11-01,2027-01-21,In Progress
SH3427,P008,SQ111,P008_SEQ090_SH150,Medium,263,2026-10-22,2026-11-07,In Progress
SH3428,P008,SQ111,P008_SEQ090_SH160,Low,110,2026-11-29,2026-12-24,In Progress
SH3429,P008,SQ111,P008_SEQ090_SH170,Low,117,2026-11-15,2027-01-21,In Progress
SH3430,P008,SQ111,P008_SEQ090_SH180,Medium,266,2026-10-01,2026-12-31,In Progress
SH3431,P008,SQ111,P008_SEQ090_SH190,High,840,2026-11-06,2027-01-22,In Progress
SH3432,P008,SQ111,P008_SEQ090_SH200,Low,58,2026-11-21,2027-01-21,In Progress
SH3433,P008,SQ111,P008_SEQ090_SH210,Low,78,2026-11-03,2027-02-01,In Progress
SH3434,P008,SQ111,P008_SEQ090_SH220,Medium,182,2026-10-06,2027-01-29,In Progress
SH3435,P008,SQ111,P008_SEQ090_SH230,Low,66,2026-11-21,2027-01-06,In Progress
SH3436,P008,SQ111,P008_SEQ090_SH240,Low,48,2026-10-16,2027-01-16,In Progress
SH3437,P008,SQ111,P008_SEQ090_SH250,High,983,2026-11-27,2027-02-02,In Progress
SH3438,P008,SQ111,P008_SEQ090_SH260,Low,65,2026-11-28,2026-12-05,In Progress
SH3439,P008,SQ111,P008_SEQ090_SH270,High,352,2026-10-05,2026-10-26,In Progress
SH3440,P008,SQ111,P008_SEQ090_SH280,Medium,177,2026-10-14,2026-11-12,In Progress
SH3441,P008,SQ111,P008_SEQ090_SH290,Low,106,2026-11-01,2026-12-31,In Progress
SH3442,P008,SQ111,P008_SEQ090_SH300,High,919,2026-10-15,2026-10-20,In Progress
SH3443,P008,SQ111,P008_SEQ090_SH310,Medium,224,2026-10-10,2026-10-24,In Progress
SH3444,P008,SQ111,P008_SEQ090_SH320,Medium,283,2026-11-27,2026-12-20,In Progress
SH3445,P008,SQ111,P008_SEQ090_SH330,Medium,283,2026-10-06,2026-12-07,In Progress
SH3446,P008,SQ111,P008_SEQ090_SH340,High,352,2026-11-24,2027-01-21,In Progress
SH3447,P008,SQ111,P008_SEQ090_SH350,Low,119,2026-10-06,2027-01-11,In Progress
SH3448,P008,SQ111,P008_SEQ090_SH360,High,773,2026-10-20,2026-11-04,In Progress
SH3449,P008,SQ111,P008_SEQ090_SH370,Low,94,2026-11-17,2027-01-15,In Progress
SH3450,P008,SQ111,P008_SEQ090_SH380,Low,46,2026-11-03,2027-01-04,In Progress
SH3451,P008,SQ111,P008_SEQ090_SH390,High,499,2026-10-14,2026-12-02,In Progress
SH3452,P008,SQ111,P008_SEQ090_SH400,Medium,165,2026-10-21,2027-01-14,In Progress
SH3453,P008,SQ111,P008_SEQ090_SH410,High,666,2026-10-31,2026-11-13,In Progress
SH3454,P008,SQ111,P008_SEQ090_SH420,Medium,262,2026-10-03,2026-12-23,In Progress
SH3455,P008,SQ111,P008_SEQ090_SH430,Low,91,2026-11-26,2026-12-22,In Progress
SH3456,P008,SQ111,P008_SEQ090_SH440,Low,101,2026-11-02,2026-11-27,In Progress
SH3457,P008,SQ111,P008_SEQ090_SH450,High,675,2026-11-11,2026-11-28,In Progress
SH3458,P008,SQ111,P008_SEQ090_SH460,Low,62,2026-10-17,2026-11-13,In Progress
SH3459,P008,SQ111,P008_SEQ090_SH470,Medium,174,2026-11-27,2027-01-26,In Progress
SH3460,P008,SQ111,P008_SEQ090_SH480,Low,118,2026-10-08,2027-01-23,In Progress
SH3461,P008,SQ111,P008_SEQ090_SH490,Medium,166,2026-11-08,2026-12-22,In Progress
SH3462,P008,SQ111,P008_SEQ090_SH500,Medium,216,2026-10-06,2027-01-05,In Progress
SH3463,P008,SQ111,P008_SEQ090_SH510,High,351,2026-10-15,2027-01-18,In Progress
SH3464,P008,SQ111,P008_SEQ090_SH520,High,716,2026-10-25,2026-11-22,In Progress
SH3465,P008,SQ111,P008_SEQ090_SH530,Medium,161,2026-10-20,2026-12-17,In Progress
SH3466,P008,SQ111,P008_SEQ090_SH540,High,947,2026-10-26,2027-01-12,In Progress
SH3467,P008,SQ111,P008_SEQ090_SH550,Low,116,2026-11-09,2027-01-22,In Progress
SH3468,P008,SQ111,P008_SEQ090_SH560,Low,75,2026-10-18,2026-10-29,In Progress
SH3469,P008,SQ111,P008_SEQ090_SH570,High,688,2026-11-09,2027-01-22,In Progress
SH3470,P008,SQ111,P008_SEQ090_SH580,Medium,287,2026-11-20,2027-01-27,In Progress
SH3471,P008,SQ111,P008_SEQ090_SH590,Medium,229,2026-10-31,2026-12-17,In Progress
SH3472,P008,SQ111,P008_SEQ090_SH600,High,927,2026-11-11,2026-12-27,In Progress
SH3473,P008,SQ111,P008_SEQ090_SH610,Low,92,2026-10-16,2026-10-31,In Progress
SH3474,P008,SQ111,P008_SEQ090_SH620,Medium,217,2026-10-18,2026-12-12,In Progress
SH3475,P008,SQ111,P008_SEQ090_SH630,Low,118,2026-10-24,2026-11-28,In Progress
SH3476,P008,SQ111,P008_SEQ090_SH640,Low,118,2026-11-01,2026-11-08,In Progress
SH3477,P008,SQ111,P008_SEQ090_SH650,Low,45,2026-10-23,2027-01-27,In Progress
SH3478,P008,SQ111,P008_SEQ090_SH660,High,734,2026-10-17,2027-02-01,In Progress
SH3479,P008,SQ111,P008_SEQ090_SH670,High,728,2026-11-26,2027-01-03,In Progress
SH3480,P008,SQ111,P008_SEQ090_SH680,Low,55,2026-10-04,2026-11-19,In Progress
SH3481,P008,SQ111,P008_SEQ090_SH690,Medium,236,2026-11-06,2027-01-12,In Progress
SH3482,P008,SQ112,P008_SEQ100_SH010,High,369,2026-09-22,2026-10-09,In Progress
SH3483,P008,SQ112,P008_SEQ100_SH020,Low,109,2026-09-30,2026-10-10,In Progress
SH3484,P008,SQ112,P008_SEQ100_SH030,High,346,2026-10-01,2026-10-18,In Progress
SH3485,P008,SQ112,P008_SEQ100_SH040,High,984,2026-09-26,2026-10-20,In Progress
SH3486,P008,SQ112,P008_SEQ100_SH050,Medium,238,2026-09-21,2026-10-12,In Progress
SH3487,P008,SQ112,P008_SEQ100_SH060,High,343,2026-09-15,2026-09-25,In Progress
SH3488,P008,SQ112,P008_SEQ100_SH070,Low,50,2026-09-22,2026-10-17,In Progress
SH3489,P008,SQ112,P008_SEQ100_SH080,Low,90,2026-09-28,2026-10-11,In Progress
SH3490,P008,SQ113,P008_SEQ110_SH010,Medium,208,2026-08-21,2027-04-22,In Progress
SH3491,P008,SQ113,P008_SEQ110_SH020,Medium,290,2026-10-16,2027-02-15,In Progress
SH3492,P008,SQ113,P008_SEQ110_SH030,Low,85,2026-06-05,2026-10-20,In Progress
SH3493,P008,SQ113,P008_SEQ110_SH040,Medium,185,2026-09-12,2027-03-15,In Progress
SH3494,P008,SQ113,P008_SEQ110_SH050,High,738,2026-05-28,2026-09-08,In Progress
SH3495,P008,SQ113,P008_SEQ110_SH060,Low,40,2026-05-12,2026-10-11,In Progress
SH3496,P008,SQ113,P008_SEQ110_SH070,Medium,231,2026-07-12,2026-12-12,In Progress
SH3497,P008,SQ113,P008_SEQ110_SH080,Low,77,2026-08-26,2026-12-02,In Progress
SH3498,P008,SQ113,P008_SEQ110_SH090,Medium,209,2026-05-05,2026-09-09,In Progress
SH3499,P008,SQ113,P008_SEQ110_SH100,Medium,190,2026-09-26,2027-02-09,In Progress
SH3500,P008,SQ113,P008_SEQ110_SH110,Low,96,2026-09-20,2026-12-08,In Progress
SH3501,P008,SQ113,P008_SEQ110_SH120,Medium,145,2026-07-15,2026-08-10,In Progress
SH3502,P008,SQ113,P008_SEQ110_SH130,Low,64,2026-05-15,2026-11-29,In Progress
SH3503,P008,SQ113,P008_SEQ110_SH140,Low,99,2026-09-01,2026-11-16,In Progress
SH3504,P008,SQ113,P008_SEQ110_SH150,High,982,2026-09-05,2026-09-18,In Progress
SH3505,P008,SQ113,P008_SEQ110_SH160,Low,58,2026-07-24,2027-04-06,In Progress
SH3506,P008,SQ113,P008_SEQ110_SH170,Low,96,2026-06-10,2026-07-12,In Progress
SH3507,P008,SQ113,P008_SEQ110_SH180,Medium,230,2026-04-28,2026-10-18,In Progress
SH3508,P008,SQ113,P008_SEQ110_SH190,Medium,254,2026-05-20,2027-01-05,In Progress
SH3509,P008,SQ113,P008_SEQ110_SH200,Medium,215,2026-05-29,2027-01-01,In Progress
SH3510,P008,SQ113,P008_SEQ110_SH210,Medium,245,2026-06-06,2027-04-19,In Progress
SH3511,P008,SQ114,P008_SEQ120_SH010,High,663,2026-05-15,2026-09-16,In Progress
SH3512,P008,SQ114,P008_SEQ120_SH020,Low,102,2026-06-20,2026-10-01,In Progress
SH3513,P008,SQ114,P008_SEQ120_SH030,Medium,285,2026-05-03,2026-05-16,Completed
SH3514,P008,SQ114,P008_SEQ120_SH040,Low,119,2026-04-03,2026-08-06,In Progress
SH3515,P008,SQ114,P008_SEQ120_SH050,Medium,166,2026-05-20,2026-08-01,In Progress
SH3516,P008,SQ114,P008_SEQ120_SH060,Low,88,2026-06-20,2026-07-30,In Progress
SH3517,P008,SQ114,P008_SEQ120_SH070,Low,111,2026-04-18,2026-05-22,Completed
SH3518,P008,SQ114,P008_SEQ120_SH080,Low,54,2026-03-30,2026-09-26,In Progress
SH3519,P008,SQ114,P008_SEQ120_SH090,Medium,187,2026-06-18,2026-09-26,In Progress
SH3520,P008,SQ114,P008_SEQ120_SH100,Medium,188,2026-04-09,2026-08-14,In Progress
SH3521,P008,SQ114,P008_SEQ120_SH110,Low,89,2026-04-01,2026-08-30,In Progress
SH3522,P008,SQ114,P008_SEQ120_SH120,Low,66,2026-05-02,2026-06-08,Completed
SH3523,P008,SQ114,P008_SEQ120_SH130,Medium,155,2026-03-29,2026-10-04,In Progress
SH3524,P008,SQ114,P008_SEQ120_SH140,Low,106,2026-05-04,2026-10-05,In Progress
SH3525,P008,SQ114,P008_SEQ120_SH150,Medium,263,2026-05-29,2026-06-11,Completed
SH3526,P008,SQ114,P008_SEQ120_SH160,Medium,175,2026-05-06,2026-06-14,Completed
SH3527,P008,SQ114,P008_SEQ120_SH170,Medium,299,2026-06-06,2026-08-13,In Progress
SH3528,P008,SQ114,P008_SEQ120_SH180,Medium,235,2026-05-06,2026-07-13,In Progress
SH3529,P008,SQ114,P008_SEQ120_SH190,Medium,130,2026-04-20,2026-09-14,In Progress
SH3530,P008,SQ114,P008_SEQ120_SH200,Low,115,2026-05-05,2026-10-03,In Progress
SH3531,P008,SQ114,P008_SEQ120_SH210,Low,108,2026-04-01,2026-09-16,In Progress
SH3532,P008,SQ114,P008_SEQ120_SH220,Medium,147,2026-06-13,2026-06-22,Completed
SH3533,P008,SQ114,P008_SEQ120_SH230,Low,116,2026-06-16,2026-09-21,In Progress
SH3534,P008,SQ114,P008_SEQ120_SH240,High,878,2026-04-09,2026-04-21,Completed
SH3535,P008,SQ114,P008_SEQ120_SH250,Low,65,2026-06-14,2026-07-10,In Progress
SH3536,P008,SQ114,P008_SEQ120_SH260,Medium,172,2026-06-07,2026-08-01,In Progress
SH3537,P008,SQ114,P008_SEQ120_SH270,Low,60,2026-04-07,2026-04-30,Completed
SH3538,P008,SQ114,P008_SEQ120_SH280,Medium,169,2026-05-31,2026-06-21,Completed
SH3539,P008,SQ114,P008_SEQ120_SH290,Medium,179,2026-05-12,2026-05-17,Completed
SH3540,P008,SQ114,P008_SEQ120_SH300,High,473,2026-03-30,2026-07-02,In Progress
SH3541,P008,SQ114,P008_SEQ120_SH310,Low,111,2026-03-27,2026-05-09,Completed
SH3542,P008,SQ114,P008_SEQ120_SH320,Medium,129,2026-06-18,2026-09-04,In Progress
SH3543,P008,SQ114,P008_SEQ120_SH330,Low,62,2026-04-05,2026-05-25,Completed
SH3544,P008,SQ114,P008_SEQ120_SH340,Low,103,2026-06-18,2026-07-10,In Progress
SH3545,P008,SQ115,P008_SEQ130_SH010,High,963,2026-08-05,2026-08-13,In Progress
SH3546,P008,SQ115,P008_SEQ130_SH020,Medium,284,2026-06-27,2026-11-25,In Progress
SH3547,P008,SQ115,P008_SEQ130_SH030,Medium,177,2026-07-04,2026-09-25,In Progress
SH3548,P008,SQ115,P008_SEQ130_SH040,Low,84,2026-05-26,2026-06-26,Completed
SH3549,P008,SQ115,P008_SEQ130_SH050,Low,97,2026-05-18,2026-07-27,In Progress
SH3550,P008,SQ115,P008_SEQ130_SH060,Low,77,2026-08-01,2026-09-17,In Progress
SH3551,P008,SQ115,P008_SEQ130_SH070,High,310,2026-06-27,2026-11-15,In Progress
SH3552,P008,SQ115,P008_SEQ130_SH080,Low,92,2026-07-27,2026-12-04,In Progress
SH3553,P008,SQ115,P008_SEQ130_SH090,High,333,2026-08-06,2026-08-19,In Progress
SH3554,P008,SQ116,P008_SEQ140_SH010,Medium,225,2026-08-30,2026-10-28,In Progress
SH3555,P008,SQ116,P008_SEQ140_SH020,Low,53,2026-09-08,2026-11-18,In Progress
SH3556,P008,SQ116,P008_SEQ140_SH030,Medium,150,2026-10-04,2026-12-10,In Progress
SH3557,P008,SQ116,P008_SEQ140_SH040,Low,60,2026-09-28,2026-11-09,In Progress
SH3558,P008,SQ116,P008_SEQ140_SH050,High,519,2026-10-26,2026-11-05,In Progress
SH3559,P008,SQ116,P008_SEQ140_SH060,Low,91,2026-08-18,2026-12-23,In Progress
SH3560,P008,SQ116,P008_SEQ140_SH070,High,891,2026-11-07,2027-01-27,In Progress
SH3561,P008,SQ116,P008_SEQ140_SH080,Medium,272,2026-10-19,2027-01-12,In Progress
SH3562,P008,SQ116,P008_SEQ140_SH090,Medium,143,2026-08-15,2026-11-28,In Progress
SH3563,P008,SQ116,P008_SEQ140_SH100,Medium,274,2026-09-23,2026-11-08,In Progress
SH3564,P008,SQ116,P008_SEQ140_SH110,High,903,2026-10-11,2026-11-08,In Progress
SH3565,P008,SQ116,P008_SEQ140_SH120,Medium,227,2026-10-05,2027-02-01,In Progress
SH3566,P008,SQ116,P008_SEQ140_SH130,Medium,254,2026-08-11,2027-01-14,In Progress
SH3567,P008,SQ116,P008_SEQ140_SH140,Medium,188,2026-10-25,2027-01-28,In Progress
SH3568,P008,SQ116,P008_SEQ140_SH150,High,996,2026-09-06,2027-01-16,In Progress
SH3569,P008,SQ116,P008_SEQ140_SH160,Medium,136,2026-11-07,2027-01-26,In Progress
SH3570,P008,SQ116,P008_SEQ140_SH170,Medium,157,2026-11-06,2026-11-22,In Progress
SH3571,P008,SQ116,P008_SEQ140_SH180,Medium,267,2026-09-03,2026-10-21,In Progress
SH3572,P008,SQ116,P008_SEQ140_SH190,Low,110,2026-10-23,2026-12-15,In Progress
SH3573,P008,SQ117,P008_SEQ150_SH010,Medium,231,2026-10-24,2026-11-27,In Progress
SH3574,P008,SQ117,P008_SEQ150_SH020,Low,46,2026-10-27,2026-11-19,In Progress
SH3575,P008,SQ117,P008_SEQ150_SH030,Medium,142,2026-10-11,2026-10-16,In Progress
SH3576,P008,SQ117,P008_SEQ150_SH040,Medium,194,2026-10-18,2026-11-07,In Progress
SH3577,P008,SQ117,P008_SEQ150_SH050,Medium,177,2026-10-30,2026-11-28,In Progress
SH3578,P008,SQ118,P008_SEQ160_SH010,Medium,174,2026-05-19,2026-07-27,In Progress
SH3579,P008,SQ118,P008_SEQ160_SH020,Low,61,2026-05-01,2026-05-14,Completed
SH3580,P008,SQ118,P008_SEQ160_SH030,Low,81,2026-06-07,2026-08-10,In Progress
SH3581,P008,SQ118,P008_SEQ160_SH040,Low,97,2026-04-10,2026-06-30,In Progress
SH3582,P008,SQ118,P008_SEQ160_SH050,Medium,142,2026-04-06,2026-07-28,In Progress
SH3583,P008,SQ118,P008_SEQ160_SH060,Medium,254,2026-04-16,2026-07-14,In Progress
SH3584,P008,SQ118,P008_SEQ160_SH070,Low,72,2026-06-17,2026-09-03,In Progress
SH3585,P008,SQ118,P008_SEQ160_SH080,High,725,2026-05-25,2026-06-07,Completed
SH3586,P008,SQ118,P008_SEQ160_SH090,High,438,2026-04-07,2026-07-10,In Progress
SH3587,P008,SQ118,P008_SEQ160_SH100,High,555,2026-06-01,2026-07-13,In Progress
SH3588,P008,SQ118,P008_SEQ160_SH110,Medium,272,2026-06-11,2026-06-30,In Progress
SH3589,P008,SQ118,P008_SEQ160_SH120,High,651,2026-05-19,2026-08-16,In Progress
SH3590,P008,SQ118,P008_SEQ160_SH130,Medium,181,2026-04-02,2026-07-29,In Progress
SH3591,P008,SQ119,P008_SEQ170_SH010,High,690,2026-06-19,2026-07-01,In Progress
SH3592,P008,SQ119,P008_SEQ170_SH020,Medium,174,2026-06-28,2026-07-18,In Progress
SH3593,P008,SQ119,P008_SEQ170_SH030,High,745,2026-07-04,2026-07-27,In Progress
SH3594,P008,SQ119,P008_SEQ170_SH040,Medium,143,2026-06-30,2026-07-28,In Progress
SH3595,P008,SQ119,P008_SEQ170_SH050,Low,112,2026-06-14,2026-07-28,In Progress
SH3596,P008,SQ119,P008_SEQ170_SH060,High,762,2026-07-02,2026-07-13,In Progress
SH3597,P008,SQ119,P008_SEQ170_SH070,Low,118,2026-06-20,2026-07-17,In Progress
SH3598,P008,SQ119,P008_SEQ170_SH080,Low,68,2026-07-01,2026-07-14,In Progress
SH3599,P008,SQ119,P008_SEQ170_SH090,Medium,187,2026-06-29,2026-07-05,In Progress
SH3600,P008,SQ119,P008_SEQ170_SH100,Low,64,2026-06-14,2026-06-29,In Progress
SH3601,P008,SQ119,P008_SEQ170_SH110,Low,97,2026-06-16,2026-07-21,In Progress
SH3602,P008,SQ119,P008_SEQ170_SH120,Low,89,2026-06-22,2026-07-25,In Progress
SH3603,P008,SQ119,P008_SEQ170_SH130,Low,103,2026-06-15,2026-06-27,Completed
SH3604,P008,SQ119,P008_SEQ170_SH140,High,308,2026-06-19,2026-07-07,In Progress
SH3605,P008,SQ119,P008_SEQ170_SH150,Low,119,2026-06-29,2026-07-16,In Progress
SH3606,P008,SQ119,P008_SEQ170_SH160,High,833,2026-06-26,2026-07-24,In Progress
SH3607,P008,SQ119,P008_SEQ170_SH170,Low,101,2026-06-28,2026-07-22,In Progress
SH3608,P008,SQ119,P008_SEQ170_SH180,Medium,286,2026-06-29,2026-07-12,In Progress
SH3609,P008,SQ120,P008_SEQ180_SH010,Medium,213,2026-07-07,2026-07-30,In Progress
SH3610,P008,SQ120,P008_SEQ180_SH020,Medium,187,2026-06-12,2026-08-18,In Progress
SH3611,P008,SQ120,P008_SEQ180_SH030,Medium,190,2026-06-27,2026-07-07,In Progress
SH3612,P008,SQ120,P008_SEQ180_SH040,Medium,188,2026-06-27,2026-08-08,In Progress
SH3613,P008,SQ120,P008_SEQ180_SH050,Medium,190,2026-06-15,2026-08-04,In Progress
SH3614,P008,SQ120,P008_SEQ180_SH060,Medium,218,2026-07-03,2026-08-18,In Progress
SH3615,P008,SQ120,P008_SEQ180_SH070,Low,116,2026-07-11,2026-07-26,In Progress
SH3616,P008,SQ120,P008_SEQ180_SH080,Medium,148,2026-06-05,2026-08-02,In Progress
SH3617,P008,SQ120,P008_SEQ180_SH090,Medium,273,2026-06-27,2026-08-13,In Progress
SH3618,P008,SQ120,P008_SEQ180_SH100,Medium,133,2026-06-23,2026-06-29,In Progress
SH3619,P008,SQ121,P008_SEQ190_SH010,Medium,265,2026-07-21,2026-08-19,In Progress
SH3620,P008,SQ121,P008_SEQ190_SH020,Low,78,2026-07-13,2026-08-18,In Progress
SH3621,P008,SQ121,P008_SEQ190_SH030,High,653,2026-07-09,2026-08-10,In Progress
SH3622,P008,SQ121,P008_SEQ190_SH040,Low,73,2026-07-08,2026-07-15,In Progress
SH3623,P008,SQ121,P008_SEQ190_SH050,Medium,299,2026-07-17,2026-07-24,In Progress
SH3624,P008,SQ121,P008_SEQ190_SH060,Low,118,2026-07-28,2026-08-19,In Progress
SH3625,P008,SQ121,P008_SEQ190_SH070,High,889,2026-07-16,2026-07-22,In Progress
SH3626,P008,SQ121,P008_SEQ190_SH080,Low,69,2026-07-18,2026-08-10,In Progress
SH3627,P008,SQ121,P008_SEQ190_SH090,Medium,144,2026-07-12,2026-07-26,In Progress
SH3628,P008,SQ121,P008_SEQ190_SH100,Low,101,2026-07-13,2026-07-21,In Progress
SH3629,P008,SQ121,P008_SEQ190_SH110,Medium,171,2026-07-22,2026-08-01,In Progress
SH3630,P008,SQ121,P008_SEQ190_SH120,Low,78,2026-07-27,2026-08-20,In Progress
SH3631,P008,SQ121,P008_SEQ190_SH130,Medium,167,2026-07-29,2026-08-22,In Progress
SH3632,P008,SQ121,P008_SEQ190_SH140,Low,64,2026-07-29,2026-08-16,In Progress
SH3633,P008,SQ121,P008_SEQ190_SH150,Low,67,2026-07-10,2026-07-29,In Progress
SH3634,P008,SQ121,P008_SEQ190_SH160,Medium,124,2026-07-25,2026-08-23,In Progress
SH3635,P008,SQ121,P008_SEQ190_SH170,Low,52,2026-07-12,2026-07-21,In Progress
SH3636,P008,SQ121,P008_SEQ190_SH180,High,894,2026-07-22,2026-08-22,In Progress
SH3637,P008,SQ121,P008_SEQ190_SH190,Medium,188,2026-07-16,2026-08-07,In Progress
SH3638,P008,SQ121,P008_SEQ190_SH200,High,338,2026-07-24,2026-08-20,In Progress
SH3639,P008,SQ121,P008_SEQ190_SH210,Low,80,2026-07-18,2026-07-29,In Progress
SH3640,P008,SQ121,P008_SEQ190_SH220,Low,41,2026-07-16,2026-07-30,In Progress
SH3641,P008,SQ121,P008_SEQ190_SH230,Medium,275,2026-07-27,2026-08-18,In Progress
SH3642,P008,SQ121,P008_SEQ190_SH240,Low,66,2026-07-12,2026-08-13,In Progress
SH3643,P008,SQ121,P008_SEQ190_SH250,Low,98,2026-07-24,2026-08-10,In Progress
SH3644,P008,SQ121,P008_SEQ190_SH260,Low,73,2026-07-24,2026-08-06,In Progress
SH3645,P008,SQ121,P008_SEQ190_SH270,Low,92,2026-07-28,2026-08-11,In Progress
SH3646,P008,SQ121,P008_SEQ190_SH280,Medium,172,2026-07-27,2026-08-04,In Progress
SH3647,P008,SQ121,P008_SEQ190_SH290,High,720,2026-07-20,2026-08-08,In Progress
SH3648,P008,SQ121,P008_SEQ190_SH300,Medium,293,2026-07-14,2026-07-25,In Progress
SH3649,P008,SQ121,P008_SEQ190_SH310,Medium,268,2026-07-22,2026-07-29,In Progress
SH3650,P008,SQ121,P008_SEQ190_SH320,Low,103,2026-07-19,2026-08-11,In Progress
SH3651,P008,SQ121,P008_SEQ190_SH330,Medium,285,2026-07-09,2026-07-17,In Progress
SH3652,P008,SQ121,P008_SEQ190_SH340,Medium,248,2026-07-10,2026-08-18,In Progress
SH3653,P008,SQ121,P008_SEQ190_SH350,Low,104,2026-07-13,2026-07-26,In Progress
SH3654,P008,SQ121,P008_SEQ190_SH360,Low,52,2026-07-23,2026-07-28,In Progress
SH3655,P008,SQ121,P008_SEQ190_SH370,Medium,181,2026-07-09,2026-07-26,In Progress
SH3656,P008,SQ121,P008_SEQ190_SH380,Medium,126,2026-07-17,2026-07-31,In Progress
SH3657,P008,SQ121,P008_SEQ190_SH390,Low,69,2026-07-14,2026-08-19,In Progress
SH3658,P008,SQ121,P008_SEQ190_SH400,Low,60,2026-07-14,2026-07-30,In Progress
SH3659,P008,SQ121,P008_SEQ190_SH410,Low,84,2026-07-16,2026-08-16,In Progress
SH3660,P008,SQ121,P008_SEQ190_SH420,Medium,257,2026-07-13,2026-08-05,In Progress
SH3661,P008,SQ121,P008_SEQ190_SH430,High,671,2026-07-19,2026-08-11,In Progress
SH3662,P008,SQ121,P008_SEQ190_SH440,Medium,219,2026-07-18,2026-08-19,In Progress
SH3663,P008,SQ121,P008_SEQ190_SH450,Low,69,2026-07-10,2026-08-01,In Progress
SH3664,P008,SQ121,P008_SEQ190_SH460,Medium,278,2026-07-26,2026-08-11,In Progress
SH3665,P008,SQ121,P008_SEQ190_SH470,Low,50,2026-07-20,2026-07-25,In Progress
SH3666,P008,SQ121,P008_SEQ190_SH480,Low,63,2026-07-19,2026-07-26,In Progress
SH3667,P008,SQ121,P008_SEQ190_SH490,Medium,260,2026-07-08,2026-08-13,In Progress
SH3668,P008,SQ121,P008_SEQ190_SH500,Low,115,2026-07-27,2026-08-10,In Progress
SH3669,P008,SQ121,P008_SEQ190_SH510,Low,53,2026-07-12,2026-08-21,In Progress
SH3670,P008,SQ121,P008_SEQ190_SH520,Medium,225,2026-07-22,2026-07-29,In Progress
SH3671,P008,SQ121,P008_SEQ190_SH530,Low,97,2026-07-09,2026-08-01,In Progress
SH3672,P008,SQ121,P008_SEQ190_SH540,Low,40,2026-07-26,2026-08-19,In Progress
SH3673,P008,SQ121,P008_SEQ190_SH550,High,546,2026-07-14,2026-08-22,In Progress
SH3674,P008,SQ121,P008_SEQ190_SH560,Low,102,2026-07-28,2026-08-22,In Progress
SH3675,P008,SQ121,P008_SEQ190_SH570,Medium,216,2026-07-30,2026-08-21,In Progress
SH3676,P008,SQ121,P008_SEQ190_SH580,High,626,2026-07-28,2026-08-07,In Progress
SH3677,P008,SQ121,P008_SEQ190_SH590,Low,68,2026-07-10,2026-08-02,In Progress
SH3678,P008,SQ121,P008_SEQ190_SH600,High,400,2026-07-16,2026-07-26,In Progress
SH3679,P008,SQ121,P008_SEQ190_SH610,High,612,2026-07-24,2026-08-15,In Progress
SH3680,P008,SQ121,P008_SEQ190_SH620,Low,119,2026-07-28,2026-08-10,In Progress
SH3681,P008,SQ121,P008_SEQ190_SH630,Low,93,2026-07-20,2026-08-22,In Progress
SH3682,P008,SQ121,P008_SEQ190_SH640,Low,118,2026-07-29,2026-08-16,In Progress
SH3683,P008,SQ121,P008_SEQ190_SH650,Medium,278,2026-07-28,2026-08-21,In Progress
SH3684,P008,SQ121,P008_SEQ190_SH660,Low,64,2026-07-17,2026-08-20,In Progress
SH3685,P008,SQ121,P008_SEQ190_SH670,Low,109,2026-07-19,2026-07-30,In Progress
SH3686,P008,SQ121,P008_SEQ190_SH680,Medium,247,2026-07-17,2026-07-26,In Progress
SH3687,P008,SQ121,P008_SEQ190_SH690,High,896,2026-07-10,2026-07-31,In Progress
SH3688,P008,SQ121,P008_SEQ190_SH700,Medium,192,2026-07-21,2026-07-27,In Progress
SH3689,P008,SQ121,P008_SEQ190_SH710,High,381,2026-07-30,2026-08-20,In Progress
SH3690,P008,SQ121,P008_SEQ190_SH720,High,743,2026-07-30,2026-08-11,In Progress
SH3691,P008,SQ121,P008_SEQ190_SH730,Low,98,2026-07-30,2026-08-17,In Progress
SH3692,P008,SQ121,P008_SEQ190_SH740,Medium,215,2026-07-20,2026-08-06,In Progress
SH3693,P008,SQ121,P008_SEQ190_SH750,Medium,195,2026-07-24,2026-08-12,In Progress
SH3694,P008,SQ121,P008_SEQ190_SH760,Medium,126,2026-07-20,2026-07-25,In Progress
SH3695,P008,SQ121,P008_SEQ190_SH770,Medium,288,2026-07-27,2026-08-04,In Progress
SH3696,P008,SQ121,P008_SEQ190_SH780,Medium,139,2026-07-13,2026-07-29,In Progress
SH3697,P008,SQ121,P008_SEQ190_SH790,Low,40,2026-07-26,2026-08-15,In Progress
SH3698,P008,SQ121,P008_SEQ190_SH800,High,868,2026-07-08,2026-08-10,In Progress
SH3699,P008,SQ121,P008_SEQ190_SH810,Low,81,2026-07-28,2026-08-09,In Progress
SH3700,P008,SQ121,P008_SEQ190_SH820,Medium,128,2026-07-27,2026-08-02,In Progress
SH3701,P008,SQ121,P008_SEQ190_SH830,High,534,2026-07-11,2026-08-05,In Progress
SH3702,P008,SQ121,P008_SEQ190_SH840,Medium,122,2026-07-24,2026-08-19,In Progress
